company_name,url,number,category,position,person_name
X,http://x.company, +1 650 253 0000,N2,Real Estate & Facilities,A...
X,http://x.company, +1 650 253 0000,N2,Partnerships,J...
X,http://x.company, +1 650 253 0000,N2,Chief of Staff to CTO,J...
X,http://x.company, +1 650 253 0000,N2,Technical Operations,A...
X,http://x.company, +1 650 253 0000,N2,Engineering Chorus,B...
X,http://x.company, +1 650 253 0000,N2,Product Tidal,R...
X,http://x.company, +1 650 253 0000,N2,BusDev Chorus,R...
X Brazil,http://www.twitter.com/Brazil,,Board,Managing Director,Giamile Rossato
X Brazil,http://www.twitter.com/Brazil,,N1,Communications,M...
X Brazil,http://www.twitter.com/Brazil,,N1,Client Partnerships,L...
X Australia,http://twitter.com/australia,,Board,Australia,Angus Keene
X Australia,http://twitter.com/australia,,N1,Agency Development,L...
X APAC,http://twitter.com/fr/tos, +91 988 609 8860,Board,Head,Alan Lan
X APAC,http://twitter.com/fr/tos, +91 988 609 8860,N1,Agency Dev & Partnerships,C...
X APAC,http://twitter.com/fr/tos, +91 988 609 8860,N1,Global Brands & Australia,A...
X APAC,http://twitter.com/fr/tos, +91 988 609 8860,N1,Revenue Products,P...
X France,http://twitter.com/?lang=fr, +33 687 656 651,Board,Country Lead,Laurent Buanec
X France,http://twitter.com/?lang=fr, +33 687 656 651,N1,Client & Agency,M...
X France,http://twitter.com/?lang=fr, +33 687 656 651,N1,Content & Talent Partnerships,S...
X France,http://twitter.com/?lang=fr, +33 687 656 651,N2,Sales,G...
X France,http://twitter.com/?lang=fr, +33 687 656 651,N2,Sales,T...
X Financial,http://xiaoyinggroup.com, +86 755 8628 2977,Board,Chairman & CEO,Yue Tang
X Financial,http://xiaoyinggroup.com, +86 755 8628 2977,Board,Director,Shaoyong Cheng
X Financial,http://xiaoyinggroup.com, +86 755 8628 2977,Board,Director,Zheng Xue
X Financial,http://xiaoyinggroup.com, +86 755 8628 2977,Board,Director,Longgen Zhang
X Financial,http://xiaoyinggroup.com, +86 755 8628 2977,N1,CFO,Fuya Zheng
X Financial,http://xiaoyinggroup.com, +86 755 8628 2977,N1,President & Director,K...
X Financial,http://xiaoyinggroup.com, +86 755 8628 2977,N1,Risk Management,Y...
X DACH,http://www.twitter.com/Germany,,Board,Country Lead,Laurent Buanec
X DACH,http://www.twitter.com/Germany,,N1,Client Account,J...
X DACH,http://www.twitter.com/Germany,,N2,Client Account,T...
X India,http://twitter.com/india, +91 988 609 8860,N1,North & East,M...
X India,http://twitter.com/india, +91 988 609 8860,N1,Compliance,V...
X India,http://twitter.com/india, +91 988 609 8860,N1,Client,P...
X Ireland,http://twitter.com/ireland, +353 1639 5722,N1,Central Analytics,R...
X Ireland,http://twitter.com/ireland, +353 1639 5722,N1,Strategy & Operations,M...
X MENA,http://twitter.com/twittermena, +971 567 135 701,Board,Interim Regional Director,Antoine Caironi
X MENA,http://twitter.com/twittermena, +971 567 135 701,N1,Agencies,R...
X MENA,http://twitter.com/twittermena, +971 567 135 701,N1,Communications,J...
X MENA,http://twitter.com/twittermena, +971 567 135 701,N1,Marketing,C...
X MENA,http://twitter.com/twittermena, +971 567 135 701,N1,Revenue Tourism & Finance,S...
X Train,http://www.vegasxtrain.com, +1 702 583 6715,Board,CEO,Michael Barron
X Train,http://www.vegasxtrain.com, +1 702 583 6715,Board,Director,Don Adams
X Train,http://www.vegasxtrain.com, +1 702 583 6715,Board,Director,John McPherson
X Train,http://www.vegasxtrain.com, +1 702 583 6715,Board,Director,Lou Schillinger
X Train,http://www.vegasxtrain.com, +1 702 583 6715,N1,CFO,Wanda Witoslawski
X Train,http://www.vegasxtrain.com, +1 702 583 6715,N1,Compliance & United Rail,J...
X Train,http://www.vegasxtrain.com, +1 702 583 6715,N1,Passenger Rail Network,D...
X Train,http://www.vegasxtrain.com, +1 702 583 6715,N2,Capital Markets & IR,M...
X Spain,http://www.twitter.com/spain,,N2,eCommerce,C...
X Spain,http://www.twitter.com/spain,,N2,Partnerships,B...
X Terra Resources,http://www.xterraresources.com, +1 819 762 4101,Board,CEO,Michael Ferreira
X Terra Resources,http://www.xterraresources.com, +1 819 762 4101,Board,Director,Sebastien Bellefleur
X Terra Resources,http://www.xterraresources.com, +1 819 762 4101,Board,Director,Jean-Francois Madore
X Terra Resources,http://www.xterraresources.com, +1 819 762 4101,Board,Director,Jordan Potts
X Terra Resources,http://www.xterraresources.com, +1 819 762 4101,N1,CFO,Sylvain Champagne
X-Change Financial Access,http://xfa.marex.com, +1 312 235 0320,Board,Senior Managing Partner,Timothy Hendricks
X-Change Financial Access,http://xfa.marex.com, +1 312 235 0320,N1,Global BusDev,B...
X-Change Financial Access,http://xfa.marex.com, +1 312 235 0320,N1,Managing Partner,W...
X-Change Financial Access,http://xfa.marex.com, +1 312 235 0320,N1,Managing Partner,P...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,Board,CEO,Karen Lackey
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,CFO,David Hagerman
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,President & Science,M...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,COO & Strategy,Terry Loding
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,Business,P...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,Commercial,D...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,CTO,E...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,Alliance & Innovation,A...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N1,Budapest,A...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N2,Medicinal Chemistry,S...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N2,Chemistry,Y...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N2,CIO,C...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N2,AI Product Development,M...
X-Chem,http://www.x-chemrx.com, +1 781 419 6900,N2,Computing & Data Science,M...
X-Elio,http://www.x-elio.com, +34 911 770 010,Board,CEO,Lluís Noguera
X-Elio,http://www.x-elio.com, +34 911 770 010,N1,CFO,Nicholas Pentreath
X-Elio,http://www.x-elio.com, +34 911 770 010,N1,COO,Fernando Lacaci
X-Elio,http://www.x-elio.com, +34 911 770 010,N1,BusDev,E...
X-Elio,http://www.x-elio.com, +34 911 770 010,N1,Sales,M...
X-Elio,http://www.x-elio.com, +34 911 770 010,N1,Japan,L...
X-Elio,http://www.x-elio.com, +34 911 770 010,N1,Spain,A...
X-Elio,http://www.x-elio.com, +34 911 770 010,N2,BusDev,K...
X-energy,http://www.x-energy.com, +1 301 3632839,Board,CEO,Clay Sell
X-energy,http://www.x-energy.com, +1 301 3632839,Board,Chairman of the Board,Kam Ghaffarian
X-energy,http://www.x-energy.com, +1 301 3632839,Board,Director,Gregory Goff
X-energy,http://www.x-energy.com, +1 301 3632839,Board,Director,Kathleen Hyle
X-energy,http://www.x-energy.com, +1 301 3632839,N1,CFO,Mark Mize
X-energy,http://www.x-energy.com, +1 301 3632839,N1,President,H...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Nuclear,D...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Enterprise Strategy & Admin,S...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,TRISO-X,P...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Scientist,E...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Reactors,T...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Xe-100 Engineering,M...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Human Capital,W...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Global Business Development,B...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Business Operations,M...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,CIO,M...
X-energy,http://www.x-energy.com, +1 301 3632839,N1,Regulatory Affairs & Licensi...,R...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Accounting,L...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Procurement,A...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Contracts,T...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Government,C...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Government Research & Dev,G...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Regulation,J...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,UK New Build Projects,C...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,HSEQ,T...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Quality,R...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Financial Planning & Analysis,A...
X-energy,http://www.x-energy.com, +1 301 3632839,N2,Development,S...
X-Factor,http://xfactorcom.com, +1 201 518 1925,Board,CEO,Charles Saracino
X-Factor,http://xfactorcom.com, +1 201 518 1925,N1,CIO,B...
X-Factor,http://xfactorcom.com, +1 201 518 1925,N1,Sales Operations & Partners,G...
X-Factor,http://xfactorcom.com, +1 201 518 1925,N1,Sales Operations,R...
X-Factor,http://xfactorcom.com, +1 201 518 1925,N1,Solutions,T...
X-FAB,http://www.xfab.com, +49 351 407 560,Board,CEO & Managing Director,Rudi de Winter
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Chairman of the Board,Hamid Bin Bugo
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Director,Roland Duchatelet
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Director,Estelle Iacona
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Director,Chris Juliam
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Director,Wan Lizozman
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Director,Ling Qi
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Director,Hans-Juergen Straub
X-FAB,http://www.xfab.com, +49 351 407 560,Board,Director,Christel Verschaeren
X-FAB,http://www.xfab.com, +49 351 407 560,N1,CFO,Alba Morganti
X-FAB,http://www.xfab.com, +49 351 407 560,N1,COO,Manfred Riemer
X-FAB,http://www.xfab.com, +49 351 407 560,N1,Texas,R...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,X-FAB Sarawak,L...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,France,S...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,CTO,J...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,Procurement,S...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,Microelectromechanical Syste...,V...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,HR,H...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,Product Marketing,L...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,Sales & Marcom,T...
X-FAB,http://www.xfab.com, +49 351 407 560,N1,Strategic Projects,N...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Operational Strategy,T...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,COO Texas,M...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Strategic Projects Texas,L...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Technology,G...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,IT,T...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Digital Transformation,U...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Procurement & Partnerships,P...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Quality,K...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Design Support,L...
X-FAB,http://www.xfab.com, +49 351 407 560,N2,Sales North America,C...
X-Rite,http://www.xrite.com, +1 616 803 2100,Board,President,Jeffrey McKee
X-Rite,http://www.xrite.com, +1 616 803 2100,N1,Finance Planning & Analysis,R...
X-Rite,http://www.xrite.com, +1 616 803 2100,N1,Print & Packaging,J...
X-Rite,http://www.xrite.com, +1 616 803 2100,N1,Sales & Mktg Latin America,L...
X-Rite,http://www.xrite.com, +1 616 803 2100,N1,Sales Spain & Portugal,N...
X-Rite,http://www.xrite.com, +1 616 803 2100,N1,Operations,J...
X-Rite,http://www.xrite.com, +1 616 803 2100,N2,Brand Global Strategic Accou...,C...
X-Rite,http://www.xrite.com, +1 616 803 2100,N2,Operations,A...
X-Rite,http://www.xrite.com, +1 616 803 2100,N2,Supply Chain,M...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,CEO & Director,Paula Ragan
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Chairman of the Board,Michael Wyzga
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Director,William Aliski
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Director,Gary Bridger
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Director,Françoise De Craecker
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Director,Alison Lawton
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Director,David McGirr
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Director,Murray Stewart
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,Board,Director,Keith Woods
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N1,CFO,Adam Mostafa
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N1,COO,Mary DiBiase
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N1,Commercial,M...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N1,Medical,C...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N1,Science,A...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N1,Program Management,M...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N1,HR,P...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N2,Finance,B...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N2,Good Manufacturing Practice,C...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N2,US Sales,G...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N2,Corporate & Patient Affairs,J...
X4 Pharmaceuticals,http://x4pharma.com, +1 857 5298300,N2,Regulation,J...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,Board,President,Bernard Etchenagucia
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Lyon,G...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Worldwide Interim Leadership,K...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Partner,G...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Digital Transformation,P...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Financial Services & Private...,M...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,HR,O...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Luxury Retail & Consumer Go...,J...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Restructuring,F...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N1,Transition,S...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N2,Lyon,F...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N2,IT Transition,M...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N2,Risks & Environmental Issues,O...
X-PM,http://www.x-pm.com/en/home/, +33 153 458 565,N2,Transition,D...
Xaar,http://www.xaar.com, +44 122 342 3663,Board,CEO,John Mills
Xaar,http://www.xaar.com, +44 122 342 3663,Board,Chairman of the Board,Andrew Herbert
Xaar,http://www.xaar.com, +44 122 342 3663,Board,Director,Richard Amos
Xaar,http://www.xaar.com, +44 122 342 3663,Board,Director,Inken Braunschmidt
Xaar,http://www.xaar.com, +44 122 342 3663,Board,Director,Jacqueline Sutton
Xaar,http://www.xaar.com, +44 122 342 3663,N1,CFO,Ian Tichias
Xaar,http://www.xaar.com, +44 122 342 3663,N1,COO,Graham Tweedale
Xaar,http://www.xaar.com, +44 122 342 3663,N1,HR,S...
Xaar,http://www.xaar.com, +44 122 342 3663,N1,Technology,A...
Xaar,http://www.xaar.com, +44 122 342 3663,N1,IT,G...
Xaar,http://www.xaar.com, +44 122 342 3663,N1,Sales & Marketing,C...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Finance,S...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Finance,M...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Finance,E...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Rewards,S...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,R&D,K...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Supply Chain,S...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,HR,A...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Quality,J...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Talent Acquisition,I...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Manufacturing,K...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Product Development,J...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Sales,J...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Customer Support,M...
Xaar,http://www.xaar.com, +44 122 342 3663,N2,Marketing,C...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,Board,CEO,Igor Shekhterman
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,Board,Chairman of the Board,Peter Demchenkov
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,Board,Director,Leonid Afendikov
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,Board,Director,Dmitry Alekseev
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,Board,Director,Vassilis Stavrou
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,Board,Director,Olga Vysotskaya
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,Board,Director,Vadim Zingman
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,President,E...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,COO,Quinten Peer
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Product,O...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Risk,P...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,CTO,A...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Comm & Sustainable Developme...,E...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Chizhik,I...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,HR & Organisational Dev,T...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Strategy & BusDev,V...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Corporate Security,D...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,X5 Technologies,A...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Pyaterochka,V...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,X5 Ready Food,T...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Perekrestok,A...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N1,Secretary,F...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Development,I...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Digital,T...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Procurement & Category,D...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Carousel Trading Network,D...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Software Development,R...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Business Support,S...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Customer Analytics,A...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Web & Mobile Development,A...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,PR,D...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,CFO Chizhik,V...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Change Management,O...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Strategy Analysis & Planning,V...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,X5 Digital,L...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,Real Estate,D...
X5 Retail Group,http://www.x5.ru, +7 495 662 8888,N2,M&A,M...
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,CEO,Gumenjav Tsevegjav
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Chairman of the Board,Sanjay Gupta
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Ulambayar Bayansan
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Albertus Bruggink
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Amy Choi
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Stewart Donald Hall
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Suzannah Herring Carr
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Dominic Jacques
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Micheal Madden
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Tselmuun Nyamtaishir
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Niraj Vedwa
XacBank,http://www.xacbank.mn, +976 1131 8185,Board,Director,Andrzej Witak
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,CFO,Ganzorig Erdenebayar
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,Audit,E...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,Business Banking,E...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,BusDev,J...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,IT,K...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,Leasing,D...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,Operations,G...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,Retail Banking,E...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,Risk Management,I...
XacBank,http://www.xacbank.mn, +976 1131 8185,N1,Legal & Secretary,N...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,Accounting Policy,T...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,Financial Mgmt & Int'l Relat...,T...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,Reporting,O...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,Treasury,P...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,Marketing,J...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,Merchant Sales,G...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,HR,T...
XacBank,http://www.xacbank.mn, +976 1131 8185,N2,Legal,M...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,Board,CEO,Shai Meltzer
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,Board,Chairman & President,Harel Gadot
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,Board,Director,Yossi Bornstein
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,Board,Director,Sheldon Liber
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,Board,Director,Simon Sharon
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,Acting Clinical Affairs,T...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,Medical,J...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,HR,S...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,Marketing,E...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,Operations,T...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,Clinical Support,D...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,Regulation & Customer Support,T...
Xact Robotics,http://www.xactrobotics.com, +972 4770 0153,N1,R&D,E...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,Board,CEO,Arnab Mishra
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N1,CFO,Jason Godley
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N1,HR,M...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N1,Information Security,M...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N1,Marketing,J...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N1,Revenue,S...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N1,CTO,F...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N1,Product Management,A...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N2,Control,T...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N2,Compensation & HR Analytics,P...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N2,Customer Success Programs,N...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N2,Southern & Central Europe,G...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N2,Engineering & India,K...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N2,IT & Procurement & Facilities,M...
Xactly,http://www.xactlycorp.com, +1 408 977 3132,N2,Professional Services,K...
