name,url,number,category,position,person_name
Zedra Netherlands,http://www.zedra.com/locations/location/netherlands/, +31 202 382 400,Board,Managing Director,Jan Siemssen
Zedra Singapore,http://www.zedra.com/locations/location/singapore/, +65 6908 6708,Board,Managing Director,Wendy Sim
Zee Media,http://www.zeenews.com, +91 120 251 1064,Board,CEO,Karan Abhishek Singh
Zee Entertainment Enterprises,http://www.zee.com, +91 222 483 1234,Board,Managing Director & CEO,Punit Goenka
Zee Agency,http://www.zeeagency.com, +33 177 921 520,Board,President,Cyril Balit
Zee Entertainment MENA,http://www.zee.com/business_channels/mena/, +971 4426 4100,N1,Ad Sales & Syndication,M...
Zee Learn,http://www.zeelearn.com, +91 224 034 3900,Board,CEO & Director,Manish Ratogi
Zeekr Europe,http://zeekr.eu, +86 400 003 6036,Board,CEO,Spiros Fotinos
Zeekr,http://zeekrlife.com, +86 400 003 6036,Board,CEO & Director,Cong Hui An
Zeera,http://www.zeera.com, +1 646 928 0555,Board,CEO,Ariela Safira
Zefiro Methane,http://www.zefiromethane.com, +1 347 774 1125,Board,CEO,Talal Debs
Zeekr Technology Europe,http://www.zeekrtech.eu, +46 313 097 570,Board,CEO,Giovanni Lanfranchi
Zego,http://www.zego.com, +44 203 308 9800,Board,CEO,Sten Saar
Zegal,http://zegal.com, +44 20 3393 388,Board,CEO,Hung Chou Tai
Zego Inc,http://www.gozego.com, +1 303 697 8370,Board,President,Mark Peters
Zefr,http://www.zefr.com, +1 310 392 3555,Board,Co-CEO,Richard Raddon
Zegona Communications,http://www.zegona.com, +44 207 311 1000,Board,Chairman & CEO,Eamonn O'Hare
Zeitview,http://www.zeitview.com, +1 310 684 307,Board,CEO,Dan Burton
Zehnder  Group,http://www.zehndergroup.com, +41 628 551 500,Board,CEO,Matthias Huenerwadel
Zeidler Legal,http://zeidlerlegalservices.com, +49 69 99 99 97,Board,CEO,Arne Zeidler
Zekelman Industries,http://zekelman.com, +1 312 275 1600,Board,CEO,Barry Zekelman
Zeiss,http://www.zeiss.com, +49 736 4200,Board,CEO,Karl Lamprecht
Zelan Berhad,http://www.zelan.com, +60 391 739 173,Board,Chairman of the Board,Anwar Bin Aji
Zelira Therapeutics,http://www.zeliratx.com, +61 865 580 886,Board,CEO & Director,Oludare Odumosu
Zeller Australia,http://www.myzeller.com, +61 180 093 5537,Board,CEO,Ben Pfisterer
Zeller+Gmelin,http://www.zeller-gmelin.de, +49 7161 8020,Board,CEO,Rolf Schneider
Zelis,http://www.zelis.com, +1 888 311 3505,Board,CEO,Amanda Eisel
Zellis,http://www.zellis.com, +44 144 223 2424,Board,CEO,John Petter
Zen Educate,http://www.zeneducate.com/, +44 203 870 4413,Board,CEO,Slava Kremerman
Zem Łabędy,http://www.zemlab.com.pl, +48 322 347 310,Board,CEO,Wojciech Gorka
Zemaitijos Pienas,http://www.zpienas.lt, +370 4442 2201,Board,CEO,Robertas Pazemeckas
Zellstoff Pöls,http://zellstoff-poels.at, +43 3579 8181,N1,CFO,Ingrid Gruber
Zencargo,http://www.zencargo.com, +44 208 068 7400,Board,Co-Founder & CEO,Alex Hersham
ZenBusiness,http://www.zenbusiness.com, +1 844 493 6249,Board,CEO,Ross Buhrdorf
Zencity,http://zencity.io, +972 522 743 957,Board,CEO,Eyal Feder-Levy
Zen Internet,http://www.zen.co.uk, +44 170 690 2000,Board,CEO,Richard Tang
Zenas BioPharma,http://www.zenasbio.com, +1 857 271 2954,Board,CEO & Chairman,Lonnie Moulder
Zencos,http://www.zencos.com, +1 919 459 4600,Board,CEO,Charles Mathews
Zendesk,http://www.zendesk.com, +1 415 418 7506,Board,CEO,Tom Eggemeier
Zenfolio,http://www.zenfolio.com, +1 650 412 1888,Board,CEO,John Loughlin
Zengun Group,http://zengun.se, +46 70 58 00 41,Board,CEO,Mick Salonen
Zenger Folkman,http://zengerfolkman.com, +1 801 705 9375,Board,CEO,John Zenger
Zenit FC,http://www.fc-zenit.ru, +7 812 275 0330,Board,General Manager,Alexander Medvedev
Zenitel,http://www.zenitel.com, +47 4000 2500,Board,CEO & President,Koen Claerbout
ZeniMax Media,http://www.zenimax.com, +1 301 926 8300,Board,Director,Jerry Bruckheimer
Zenitas Healthcare,http://www.zenitas.com.au, +61 398 213 701,Board,CEO,Antonia Albanese
Zenitaka,http://www.zenitaka.co.jp, +81 332 654 611,Board,President,Hisayoshi Kentaka
Zenith American Solutions,http://www.zenith-american.com, +1 312 649 1200,Board,CEO,Kim Fiori
Zenith,http://www.zenithmedia.com, +44 203 003 9076,Board,Managing Director,Christian Lee
Zenith Bank Gambia,http://www.zenithbank.gm, +220 439 9471,Board,CEO,Nnamdi Anozie
Zenith Bank,http://www.zenithbank.com, +234 1278 7000,Board,CEO,Adaora Umeoji
Zenith Australia,http://www.zenithmedia.com.au, +61 292 589 000,Board,CEO,Jason Tonelli
Zenith Bank Ghana,http://www.zenithbank.com.gh, +233 302 611 500,Board,CEO,Henry Chinedu Onwuzurigbo
Zenith Energy Ltd,http://zenithenergy.ca, +1 587 315 9031,Board,CEO,Andrea Cattaneo
Zenith Bank UK,http://www.zenith-bank.co.uk, +44 207 105 3950,Board,CEO,Udu Ovbiagele
Zenith EMEA,http://www.zenithmedia.com/locations/, +43 171 6370,N1,Austria,E...
Zenith Bank Sierra Leone,http://www.zenithbank.com.sl, +232 2526 1914,Board,CEO,Chijioke Ejilemele
Zenith Energy Management,http://zenithem.com, +1 732 515 7410,Board,CEO,Jeff Armstrong
Zenith Epigenetics,http://www.zenithepigenetics.com, +1 390 7865,Board,CEO & Chairman,Donald McCaffrey
Zenith Minerals,http://www.zenithminerals.com.au, +61 892 261 110,Board,Managing Director,Andrew Smith
Zenith Insurance,http://www.zenithinsurance.com.ng, +234 1270 1004,Board,CEO,Jude Modilim
Zenith Hygiene Group,http://www.zhgplc.com, +44 289 267 3331,Board,CEO,Ringo Francis
Zenith National Insurance,http://www.thezenith.com, +1 800 355 0708,Board,CEO (Chairman of the Board o...,Kari Van Gundy
Zenith Nominees,http://www.zenithnominees.com, +234 1278 2960,Board,Managing Director,Folusho Ogundele
Zenith Pensions Custodian,http://www.zenithcustodian.com, +234 1278 2925,Board,Managing Director,Peters Eledu
Zenith UK,http://www.zenith.co.uk, +44 207 961 1000,N1,Strategy,R...
Zenith Steel Pipes & Industries,http://zenithsteelpipes.com, +91 226 616 8400,Board,CEO,Ram Shay Jagetiya
Zenith Watches,http://zenith-watches.com, +33 144 525 456,Board,CEO,Benoit de Clerck
Zenithmedia,http://www.zenithmedia.de, +49 2119 3680,Board,CEO,Jennifer Andree
Zenjob,http://www.zenjob.de, +49 302 5555 3840,Board,CEO,Fritz Trott
Zenkoku Hosho,http://www.zenkoku.co.jp, +81 332 702 300,Board,President,Yuichi Aoki
Zenithoptimedia Taiwan,http://www.zenithmedia.com.tw, +886 227 003 151,Board,Managing Director,Maggie Yang
Zenner,http://www.zenner.de, +49 681 996 7630,Board,CEO,Alexander Lehmann
Zenlayer,http://www.zenlayer.com, +1 909 860 9490,Board,CEO,Joe Zhu
Zeno Group,http://www.zenogroup.com, +1 212 299 8888,Board,CEO,Barby Siegel
Zennify,http://zennify.com, +1 855 936 6439,Board,CEO,Chris Conant
Zeno APAC,http://www.zenogroup.com/contact/singapore, +65 6486 1481,Board,President,Paul Mottram
Zenoss,http://www.zenoss.com, +1 512 687 6854,Board,Chairman & CEO,Greg Stock
Zeno London,http://www.zenolondon.com, +44 207 009 3100,Board,Managing Director,Jo Patterson
Zenrin,http://www.zenrin.co.jp, +81 938 829 050,Board,President & CEO,Zenshi Takayama
Zenoti,http://www.zenoti.com, +1 ‍8774817634,Board,CEO,Sudheer Koneru
Zenpay,http://www.zenithbank.com/media/news/zenith-fintech-subsidiary-zenpay-limited, +234 1278 7000,Board,Chairman of the Board,Ebenezer Onyeagwu
ZenRobotics,http://www.zenrobotics.com, +358 452 596 161,Board,CEO,Jarmo Ruohonen
Zensar Technologies,http://www.zensar.com, +91 206 607 4000,Board,CEO,Manish Tandon
Zenseact,http://zenseact.com, +46 31 31 36 00,Board,CEO,Ödgärd Andersson
Zensho,http://www.zensho.co.jp, +81 368 331 600,Board,CEO,Kentaro Ogawa
Zensurance,http://www.zensurance.com, +1 888 654 6030,Board,CEO,Danish Yusuf
Zentalis Pharmaceuticals,http://www.zentalis.com, +1 212 433 3791,Board,CEO & Director,Kimberly Blackwell
Zentek,http://www.zentek.de, +49 220 389 870,Board,Co-Managing Director,Christoph Ley
Zentiva,http://www.zentiva.com, +420 272 703 729,Board,CEO,Steffen Saltofte
Zenvia,http://zenvia.com, +55 513 346 8282,Board,CEO,Cassio Bobsin
Zentiva CEE,http://www.zentiva.cz/contact, +359 2441 7136,N1,Croatia,I...
Zeon Corporation,http://www.zeon.co.jp, +81 332 161 772,Board,CEO,Tetsuya Toyoshima
Zenwork,http://zenwork.com, +1 877 811 3829,Board,CEO,Sanjeev Singh
Zenyum,http://www.zenyum.com, +65 3165 4923,Board,CEO,Julian Artopé
ZeOmega,http://www.zeomega.com, +1 214 618 9880,Board,CEO,Sam Rangaswamy
Zeon,http://www.zeonchemicals.com, +1 502 775 2000,Board,General Manager,John Stothard
Zephyr AI,http://www.zephyrai.bio, +1 317 276 2000,Board,Interim CEO & CTO,Jeff Sherman
ZEP-RE,http://www.zep-re.com, +254 2073 8221,Board,CEO,Hope Murera
Zep,http://www.zep.com, +1 404 352 1680,Board,CEO & Director,Amy Hahn
Zephyr Energy,http://zephyrplc.com, +44 207 225 4590,Board,CEO,Colin Harrington
Zepp Health,http://www.zepp.com, +86 551 6583 7200,Board,Chairman & CEO,Wang Huang
ZeptoLab,http://www.zeptolab.com, +1 206 774 0879,Board,CEO,Max Petrov
Zepto,http://www.zeptonow.com, +91 777 400 9966,Board,CEO,Aadit Palicha
Zeppelin,http://www.zeppelin.com, +49 754 120 202,Board,CEO (-> Oct 1 2024),Peter Gerstmann
Zepz,http://www.zepzpay.com, +44 207 148 5800,Board,CEO,Mark Lenhard
Zerbster Original,http://www.zerbster-original.de, +49 3923 7570,Board,Managing Director,Axel Knau
Zerigo Health,http://www.zerigohealth.com, +1 877 738 6041,Board,CEO,Lisa Rometty
Zero,http://www.zero-group.co.jp, +81 445 200 106,Board,President,Toshihiro Takahashi
Zero Gruppe,http://zero.de, +49 421 449 901,Board,Managing Director,Birgit Kampmann
Zeria Pharmaceutical,http://www.zeria.co.jp, +81 336 632 351,Board,CEO & Chairman,Sachiaki Ibe
Zero Gravity Solutions,http://www.zerogsi.com, +1 561 416 0400,Board,CEO,John Mclean
Zero Motorcycles,http://www.zeromotorcycles.com, +1 831 438 3500,Board,CEO,Sam Paschel
Zero One Technology,http://www.zerone.com.tw, +886 226 565 656,Board,CEO,Youmo Jiang
Zero6 Energy,http://www.zero6energy.com, +1 312 4661540,Board,President,John Mitola
Zero Hash,http://zerohash.com, +1 855 744 7333,Board,CEO,Edward Woodford
ZeroAvia,http://zeroavia.com, +1 408 771 6767,Board,CEO,Val Miftakhov
ZeroDown,http://zerodown.com, +1 415 636 7795,Board,CEO,Abhijeet Dwivedi
ZeroEyes,http://zeroeyes.com, +1 814 298 7448,Board,CEO,Mike Lahiff
Zerodha,http://zerodha.com, +91 804 718 1888,Board,CEO,Nithin Kamath
ZeroFox,http://zerofox.com, +1 410 387 4257,Board,CEO,David Muse
Zeron,http://zeron.one, +91 798 070 0938,Board,CEO,Sanket Sarkar
Zest Dental Solutions,http://www.zestdent.global, +1 800 262 2310,Board,CEO,Tom Stratton
Zertus,http://www.zertus.de, +49 404 419 4118,Board,CEO,Alessandra Cama
Zespri Group,http://www.zespri.com, +64 7572 7600,Board,CEO,Jason Brake
ZeRTO,http://www.zerto.com, +44 203 608 6000,N1,Finance,S...
ZestAI,http://www.zest.ai, +1 323 450 3000,Board,CEO,Mike de Vere
Zesty,http://www.zesty.co, +972 545 440 517,Board,CEO,Maxim Melamedov
Zeta,http://zetaglobal.com, +1 212 660 2500,Board,Chairman & CEO,David Steinberg
Zeta Petroleum,http://www.zetapetroleum.com, +44 203 755 5063,Board,Director,Greg Hancock
Zetec,http://www.zetec.com, +1 425 974 2700,Board,President,Shane Campbell
Zeta Tech,http://www.zeta.tech, +91 806 690 5995,Board,CEO,Bhavin Turakhia
Zetes Industries,http://www.zetes.com, +32 2728 3711,Board,CEO,Pierre Lambert
Zeto SA,http://www.zetosa.pl, +48 146 966 666,Board,CEO,Paweł Kraj
Zetkama,http://www.zetkama.com, +48 748 652 111,Board,Chairman of the Board,Michal Zawisza
Zetron,http://www.zetron.com, +1 425 820 6363,Board,CEO,Scott French
Zetes France,http://www.zetes.fr, +33 146 114 300,Board,Managing Director,Djaffar Ferrat
Zetwerk,http://www.zetwerk.com, +91 960 604 6750,Board,CEO,Amrit Acharya
Zevia,http://www.zevia.com, +1 310 202 7000,Board,CEO,Amy Taylor
Zettaset,http://www.zettaset.com, +1 650 314 7927,Board,CEO,Tim Reilly
Zeus Holdings,http://www.zeusholdingsinc.com, +63 2884 1106,Board,President & Director,Artemio Disini
Zeus Capital,http://zeuscapital.co.uk, +44 203 829 5000,Board,Co-CEO,Stuart Andrews
ZF Asia Pacific,http://www.zf.com/site/locations/en/asia_pacific/asia_pacific_content.html, +65 6681 0600,Board,General Manager,Stephan von Schuckmann
ZF Commercial Vehicle Control Systems India,http://zf.com/mobile/en/company/investor_relations/zf_cv_india_investor_relations/zf_cv_india_ir.html, +91 213 562 4700,Board,Managing Director,P Kaniappan
Zevra Therapeutics,http://www.zevra.com, +1 319 665 2575,Board,CEO & President,Neil Mcfarlane
ZF France,http://www.zf.com/site/locations/en/europe/france_locations/france.html, +33 477 363 333,Board,President,Michel Victor Fétiveau
ZF Friedrichshafen,http://www.zf.com, +49 754 1770,Board,CEO Powertrain & APAC,Holger Klein
ZF South America,http://www.zf.com/site/locations/en/south_america/south_america_content.html, +55 16 2108 830,Board,General Manager,Peter Holdmann
ZF North America,http://www.zf.com/site/locations/en/north_america/north_america_content.html, +1 734 855 260,Board,President,Ramiro Gutierrez
Zhaogang.com,http://www.zhaogang.com, +86 -2160100301,Board,CEO,Dong Wang
Zhangmen,http://www.zhangmen.com, +86 211 010 8868,Board,CEO,Yi Zhang
Zhangzhou Pientzehuang Pharmaceutical,http://www.zzpzh.com, +86 400 918 0819,Board,CEO & Director,Jinming Huang
Zhefu Holding Group,http://www.zhefu.cn, +86 571 6996 9388,Board,President,Jie Li
Zhejiang Century Huatong,http://sjhuatong.com, +86 575 8221 8511,Board,CEO & Chairman,Wang Ji
Zhejiang China Commodities City Group,http://www.cccgroup.com.cn, +86 579 8519 5555,Board,Chairman of the Board,Dong Wang
Zhaojin Mining Industry,http://www.zhaojin.com.cn, +86 535 826 6009,Board,President,Guipeng Jiang
Zhejiang Chint Electrics,http://chintglobal.com, +86 577 6287 7777,Board,President,Zhihuan Zhang
Zhejiang Conba,http://conbagroup.com, +86 571 8777 4710,Board,President,Guoliang Luo
Zhejiang Construction Investment,http://www.cnzgc.com, +86 571 8805 7132,Board,General Manager,Jin Feng Ye
Zhejiang Communications Investment Group,http://www.cncico.com, +86 571 8530 1511,Board,CEO,Zhihong Yu
Zhejiang Daily Digital Culture Group,http://www.600633.cn, +86 571 8531 1338,Board,General Manager,Ningyu Zeng
Zhejiang Crystal-Optech,http://www.crystal-optech.com, +86 576 8981 1900,Board,General Manager,Zhenyu Wang
Zhejiang Dingli Machinery,http://cndingli.com, +86 572 868 1688,Board,General Manager,Zhong Xu
Zhejiang Expressway,http://www.zjec.com.cn, +86 571 8798 5588,Board,General Manager,Wei Wu
Zhejiang Geely Holding Group,http://www.zgh.com, +86 571 2800 1111,Board,CEO & Director,Daniel Li
Zhejiang Hailiang,http://hailiang.com, +86 575 8706 3852,Board,General Manager,Luming Feng
Zhejiang Hengyi,http://www.hengyi.com, +86 571 8279 7888,Board,CEO,Jianlin Qiu
Zhejiang Hisun Pharmaceutical,http://www.hisunpharm.com, +86 576 8882 7809,Board,President,Weihong Xiao
Zhejiang Huahai Pharmaceutical,http://www.huahaipharm.com, +86 576 8599 1096,Board,CEO & Director,Baohua Chen
Zhejiang Huace Film & TV,http://www.huacemedia.com, +86 -5718755307,Board,President,Binxing Fu
Zhejiang Jiahua Energy Chemical Industry,http://www.jhec.com.cn, +86 573 8558 5033,Board,President,Jianping Wang
Zhejiang Jingsheng Mechanical & Electrical,http://www.jsjd.cc, +86 571 8200 1901,Board,President & Director,Jun He
Zhejiang Jinke Culture Industry,http://jinkeculture.com, +86 571 8382 2329,Board,General Manager & Director,Weizhang Zhang
Zhejiang Jiuzhou Pharmaceutical,http://www.jiuzhoupharma.com, +86 576 8870 6789,Board,General Manager & Chairman,Lirong Hua
