name,url,number,category,position,person_name
Valio,http://www.valio.fi, +358 9562 5068,Board,CEO,Annikka Hurme
Valio Estonia,http://www.valio.ee, +372 628 5700,Board,Managing Director,Maido Solovjov
ValiRx,http://www.valirx.com, +44 203 008 4416,Board,CEO,Mark Eccleston
Valio Sweden,http://www.valio.se, +46 8725 5150,Board,CEO,Robert Auselius
Valkyrie,http://valkyrieinvest.com, +1 202 681 6394,N1,Investment,S...
Vallair,http://vallair.aero, +33 254 22 61 8,Board,CEO,Gregoire Lebigot
Valley Bank of Helena,http://www.valleybankhelena.com, +1 406 495 2400,Board,President,Mark Anderson
Valley,http://valleyirrigation.com, +1 402 359 2201,Board,President,Leonard Adams
Vallen,http://www.vallen.com, +1 843 745 2400,Board,President,Charles Delph
Valkyrie Enterprises,http://www.valkyrie.com, +1 757 962 2545,Board,CEO,David Streett
Valley Bank of Nevada,http://www.bankofnlv.com, +1 702 259 2658,Board,CEO,James York
Valley National Bank,http://www.valleynationalbank.com, +1 973 305 8800,Board,Chairman & CEO,Ira Robbins
Valley Strong Credit Union,http://www.valleystrong.com, +1 661 833 7530,Board,CEO,Nick Ambrosini
Valley Wide Cooperative,http://www.valleywidecoop.com, +1 208 324 8000,Board,CEO,Dave Holtom
Valliance Bank,http://www.vbank.com, +1 405 286 5700,Board,CEO,Brad Swickey
Vallourec Germany,http://www.vallourec.com/de-DE/deutschland/uber-uns, +49 211 9600,Board,Chairman of the Board,Philippe Crouzet
Vallourec,http://www.vallourec.fr, +33 149 093 500,Board,CEO & Chairman,Philippe Guillemot
Vallourec North America,http://www.vallourec.com/en/usa/about-us, +1 281 821 5611,N1,Supply Chain,C...
Valmeira Stikla Skiedra,http://www.vss.lv, +371 6420 2216,Board,CEO,Stefan Jugel
Valmax Valve,http://www.valmaxvalves.com, +86 578 219 2222,Board,President,Max Weng
Valmet,http://www.valmet.com, +358 106 720 000,Board,CEO & President,Thomas Hinnerskov
Valmont Group,http://www.lamaisonvalmont.com, +41 582 556 500,Board,CEO,Sophie Vann Guillon
Valmont Structures,http://www.valmontstructures.com, +1 402 359 2201,N1,Int'l Infrastructure,A...
Valmet Automotive,http://www.valmet-automotive.com, +358 2048 4180,Board,CEO & Manufacturing,Pasi Rannus
Valmont Industries,http://valmont.com, +1 402 963 1000,Board,CEO & President,Avner Applbaum
Valneva Canada,http://www.valneva.ca, +1 514 630 6999,Board,General Manager,Greig Estabrooks
Valneva Austria,http://www.valneva.at, +43 120 620,N1,ESG,L...
Valmont Utility,http://valmontutility.com, +1 402 359 2201,Board,CEO,Chris Colwell
Valo Health,http://www.valohealth.com, +1 617 868 1888,Board,Inter­im CEO,Graeme Bell
Valneva,http://www.valneva.com, +33 478 766 101,Board,CEO,Thomas Lingelbach
Valor Equity Partners,http://www.valorep.com, +1 312 683 1900,Board,CEO & Investment,Antonio Gracias
Valon Mortgage,http://www.valon.com, +1 855 218 3690,Board,CEO,Andrew Wang
Valora,http://www.valora.com, +41 614 672 020,Board,CEO,Michael Mueller
Valor Healthcare,http://www.valorhealthcare.com, +1 202 470 6400,Board,CEO,Scott Wise
Valor Holdings,http://valorholdings.co.jp, +81 572 200 860,Board,President,Masami Tashiro
Valora Effekten Handel,http://www.valora.de, +49 724 390 001,Board,CEO,Klaus Helffenstein
ValorBridge Partners,http://www.valorbridge.com, +1 678 235 6700,Board,General Manager,Christopher Durham
Valour,http://valour.com, +1 713 781 1500,Board,CEO,Olivier Newton
Valqua,http://www.valqua.com, +81 354 347 370,Board,CEO & Chairman,Toshikazu Takisawa
Valsoft,http://www.valsoftcorp.com/, +1 514 316 7647,Board,CEO,Sam Youssef
Valsoia,http://www.valsoia.it, +39 516 086 800,Board,CEO,Andrea Panzani
Valtech,http://www.valtech.com , +33 176 211 500,Board,Director,Daniel Grossmann
Valtech APAC,http://www.valtech.com/en-sg/, +65 6718 0460,Board,Managing Director,Shannon Dix
Valtech Germany,http://www.valtech.de, +49 211 179 2370,Board,Managing Director,Uwe Tueben
Valtech France,http://www.valtech.com, +33 176 211 500,Board,CEO,Serge Biscard
Valtech US,http://www.valtech.com/us, +1 877 567 7440,Board,CEO,Olivier Padiou
Valtris Specialty Chemicals,http://www.valtris.com, +1 216 875 7200,Board,CEO,Simon Medley
Valtra,http://valtra.com, +358 800 1346 1212,Board,General Manager,Torsten Dehner
Valtech Sweden,http://www.valtech.se, +46 856 223 300,N1,BusDev,K...
Valtech UK,http://www.valtech.co.uk, +44 207 014 0800,N1,Delivery,W...
Value Line,http://www.valueline.com, +1 212 907 1500,Board,CEO,Howard Brecher
Value Logistics,http://value.co.za, +27 860 100 046,Board,CEO,Steven Gottschalk
Value Drug,http://www.valuedrugco.com, +1 800 252 3786,Board,President,Greg Drew
Valtronic,http://www.valtronic.com/, +41 218 410 111,Board,CEO,Rainer Platz
Value City Furniture,http://www.valuecityfurniture.com, +1 614 449 6100,Board,President,Jonathan Schottenstein
ValueCommerce,http://www.valuecommerce.co.jp, +81 345 903 600,Board,CEO,Jin Kagawa
Value8,http://www.value8.com, +31 357 111 387,Board,CEO,Peter De Vries
ValueFirst,http://www.vfirst.com, +91 124 463 2000,Board,CEO,Vishwadeep Bajaj
ValueAct Capital,http://valueact.com, +1 415 362 3700,Board,Co-CEO & Investment,Mason Morfit
Value Partners,http://www.valuepartners.com.hk, +852 2880 9263,Board,Co-Chairman & Executive Dire...,Lin Xianghong
ValueLabs,http://www.valuelabs.com, +91 406 623 9000,Board,CEO & Founder,Arjun Rao
Valuehr,http://www.valuehr.com, +81 363 801 300,Board,President,Michio Fujita
ValueInsured,http://www.valueinsured.com, +1 214 432 5577,Board,CEO,Joseph Melendez
ValueMomentum,http://www.valuemomentum.com, +1 908 941 1140,Board,CEO,Kalyan Kodali
Valuetronics,http://www.valuetronics.com.hk, +852 2790 8278,Board,CEO,Chong Hing Tse
Valve Corporation,http://www.valvesoftware.com, +1 425 889 9642,Board,CEO,Gabe Newell
VAMA App,http://www.vama.app, +91 745 981 9906,Board,CEO,Manu Jain
Vamed,http://www.vamed.com, +43 160 1270,Board,CEO,Frank-Michael Frede
VAMA,http://www.vamachina.com, +86 738 868 8010,Board,CEO,Jian Zhou
Valvoline,http://www.valvoline.com, +1 859 357 7777,Board,CEO,Lori Flees
Vamos,http://vamos.com.br, +55 112 388 5336,Board,CEO,Gustavo Couto
VamosVentures,http://www.vamosventures.com, +1 213 304 2211,Board,Managing Partner,Marcos Gonzalez
Van de Velde,http://www.vandevelde.eu, +32 9365 2100,Board,CEO,Karel Verlinde
Van Den Bosch,http://vandenbosch.com/en/, +31 413 217 217,Board,CEO,Rico Daandels
Van Cleef & Arpels,http://www.vancleefarpels.com, +33 170 703 710,Board,CEO,Catherine Alix-Renier
Van Hees,http://www.van-hees.com, +49 800 826 4337,Board,Managing Director,Robert Becht
Van Houtte,http://www.vanhoutte.com, +1 514 593 7711,Board,Chairman of the Board,Jean-Yves Monette
Van Lanschot Belgium,http://www.vanlanschot.be, +32 3286 7800,Board,CEO,Erwin Schoeters
Van Lanschot Kempen,http://www.vanlanschotkempen.com, +31 736 871 897,Board,CEO,Maarten Edixhoven
Van Elle,http://www.van-elle.co.uk, +44 177 358 0580,Board,CEO,Mark Cutler
Van Oord,http://www.vanoord.com, +31 888 260 000,Board,CEO,Pieter van Oord
Van Wagner Group,http://www.vanwagner.com, +1 212 699 8400,Board,CEO,Richard Schaps
Van Lanschot Kempen Switzerland,http://www.vanlanschot.ch, +41 433 771 111,Board,CEO,Daphne Engelke
Vanadian Energy,http://vanadianenergy.com, +1 604 506 6996,Board,CEO,Marc Simpson
Vanachai Group,http://www.vanachai.com, +66 2913 2180,Board,Managing Director & Chairman,Wanthana Jaroennawarat
Vanbridge,http://www.vanbridge.com, +1 646 572 9350,Board,CEO,Philip Moyles
Vanchip Technology,http://vanchip.com, +86 226 583 2098,Board,General Manager & Director,Yijun Sun
Vancl,http://www.vancl.com, +86 108 360 7650,Board,CEO,Chen Nian
Vancity,http://www.vancity.com, +1 604 877 7000,Board,Community Investment Bank,Nezihe Aquino
Vancity Community Investment Bank,http://www.vancitycommunityinvestmentbank.ca, +1 604 682 7171,Board,CEO,Nez Aquino
Vanco,http://vancopayments.com, +1 404 492 6600,Board,CEO,Jim McGinnis
Vancouver Canucks,http://www.nhl.com/canucks/, +1 604 899 7400,Board,Chairman & Governor,Francesco Aquilini
Vancouver Drydock,http://www.seaspan.com/vancouver-drydock, +1 604 940 7245,Board,General Manager,Paul Hebson
Vancouver Whitecaps FC,http://www.whitecapsfc.com, +1 604 669 9283,Board,CEO,Axel Schuster
Vanda Pharmaceuticals,http://www.vandapharma.com, +1 202 734 3400,Board,CEO & Chairman,Mihael Polymeropoulos
Vandemoortele,http://www.vandemoortele.com, +32 9242 4523,Board,CEO,Jules Noten
VanderHouwen & Associates,http://www.vanderhouwen.com, +1 503 299 6811,Board,CEO,Kathy VanderHouwen
Vanderlande,http://www.vanderlande.com, +1 770 250 2800,Board,CEO,Andrew Manship
Vanguard,http://www.vanguard.com, +1 610 669 1000,Board,CEO & Director,Salim Ramji
Vanguard Asia,http://www.vanguard.com.hk, +852 3409 8333,Board,Managing Director,Scott Conking
Vanguard Australia,http://www.vanguardinvestments.com.au, +61 130 065 5205,Board,Managing Director,Daniel Shrimski
Vanguard Energy Partners,http://www.vanguardenergypartners.com, +1 908 534 1302,Board,CEO,Geoff Fairclough
Vanguard Germany,http://www.de.vanguard/web/cf/professionell/de/home, +49 698 088 3105,Board,Managing Director,Sebastian Kuelps
Vanguard Europe,http://www.vanguardinvestor.co.uk, +44 203 753 4305,Board,Managing Director,Sean Hagerty
Vanguard Integrity Professionals,http://www.go2vanguard.com, +1 440 3703 3337,Board,CEO,Yvonne Shoup
Vanguard Renewables,http://www.vanguardrenewables.com, +1 781 232 7597,Board,CEO,Neil Smith
Vanguard Logistics,http://www.vanguardlogistics.com, +1 310 847 3000,Board,CEO,Onno Meij
Vanhout,http://www.vanhout.be, +32 1425 1611,Board,Managing Director,Ronny Eijckmans
Vaniam Group,http://vaniamgroup.com, +1 773 260 0267,Board,CEO,Deanna Van Gestel
Vanity Fair,http://www.vanityfair.com, +1 770 753 0900,Board,Editor-in-Chief,Radhika Jones
VanMoof,http://vanmoof.com, +31 203 307 401,Board,Co-CEO,Elliott Wertheimer
Vanqua Bio,http://www.vanquabio.com, +1 617 502 6530,Board,CEO & Director,Jim Sullivan
Vanna Health,http://www.vanna.health, +1 318 504 0730,Board,CEO,Giovanni Colella
Vannevar Labs,http://www.vannevarlabs.com, +1 650 695 3087,Board,CEO,Brett Granberg
Vanquis Banking,http://www.vanquisbankinggroup.com, +44 127 435 1351,Board,CEO,Ian McLaughlin
Vans,http://www.vans.com, +1 714 889 6100,Board,President,Sun Choe
Vant AI,http://www.vant.ai, +1 347 633 3580,Board,CEO,Zachary Carpenter
Vanta,http://www.vanta.com, +1 415 896 472,Board,CEO,Christina Cacioppo
Vantaa Energy,http://www.vantaanenergia.fi, +358 982 901,Board,Managing Director,Jukka Toivonen
Vantage,http://www.vantagegrp.com, +1 773 376 9000,Board,CEO,Stephen Doktycz
Vantage Bank Texas,http://www.vantage.bank, +1 210 408 5700,Board,CEO,Jeff Sinnott
Vantage Airport Group,http://www.vantageairportgroup.com, +1 604 269 0080,Board,Chairman & CEO,George Casey
Vantage Data Centers EMEA,http://vantage-dc.com/data-center-locations/emea/, +1 408 748 9830,Board,President,David Howson
Vantage Data Centers,http://vantagedatacenters.com, +1 855 878 2682,Board,CEO,Sureel Choksi
Vantage Data Centers APAC,http://vantage-dc.com/data-center-locations/apac/, +65 852 9466 4788,Board,President,Raymond Tong
Vantage Data Centers NA,http://vantage-dc.com/data-center-locations/north-america/, +1 408 748 9830,Board,President,Dana Adams
Vantage Drilling,http://www.vantagedrilling.com, +1 281 404 4700,Board,CEO,Ihab Toma
Vantage Robotics,http://vantagerobotics.com, +1 510 9077012,Board,CEO,Tobin Fisher
Vantage Group Holdings,http://www.vantagerisk.com, +1441 278 0601,Board,CEO,Greg Hendrick
Vantage Infrastructure,http://www.vantageinfra.com, +44 207 337 6720,N1,Compliance,O...
Vantage Towers,http://www.vantagetowers.com, +49 800 172 1212,Board,CEO,Christian Hillabrant
VantagePoint Capital Partners,http://vpcp.com, +1 650 866 3100,Board,CEO,Alan Salzman
Vantec Europe,http://vanteceurope.com, +44 191 416 1133,Board,Managing Director,Martin Kendall
Vantec Group,http://www.vantec-gl.com, +81 442 339 801,Board,President,Masaaki Nishizawa
Vantec World Transport,http://www.vwtus.com, +1 310 525 2910,Board,CEO,Keisuke Fukazawa
Vantiq,http://www.vantiq.com, +1 303 902 4003,Board,CEO Chairman & Co-Founder,Marty Sprinzen
Vantiva,http://www.vantiva.com, +33 141 865 000,Board,Interim CEO & CFO,Lars Ihlen
Vantrix,http://www.vantrix.com, +1 514 866 1717,Board,CEO,Jean Mayrand
Vantiva Broadband & Video,http://www.vantiva.com/activity/broadband/, +33 141 865 000,Board,President,Luis Martinez-Amago
Vantone,http://www.vantone.net, +86 106 804 6012,Board,Managing Director,Charlie Jiang
Vanwylick,http://vanwylick.de, +49 211 948 8300,Board,Managing Director,Dirk Allerding
Vapiano,http://vapiano.com, +49 221 6700 1301,Board,Managing Director,Lukas Linhart
Vapor,http://www.vapor.io, +1 888 477 6660,Board,CEO,Cole Crawford
Vapor Bus International,http://www.wabtec.com/business-units/vapor-bus-international, +1 847 777 6400,Board,General Manager,Robert Gallant
Vapotherm,http://www.vapotherm.com, +1 603 658 0011,Board,CEO & Director,Joseph Army
Var Energi,http://varenergi.no, +47 5160 6060,Board,CEO,Nick Walker
Vard Marine,http://www.vardmarine.com, +1 604 216 3360,Board,CEO,Wade Carson
Varagon,http://www.varagon.com, +1 212 235 2600,Board,CEO,Walter Owens
Vard,http://www.vard.com, +47 7021 0600,Board,CEO,Cathrine Marti
Varda Space Industries,http://varda.com, +1 717 475 6561,Board,CEO,Will Bruey
VarData,http://www.vardata.com, +1 877 326 9192,Board,President,Jeff Coke
Varde Partners,http://www.varde.com, +1 952 893 1554,Board,CEO & Co-Investment,Ilfryn Carstairs
Vardhman Textiles,http://www.vardhman.com, +91 161 222 8943,Board,Chairman & Managing Director,Shri Paul Oswal
Varde Ovne,http://www.vardeovne.dk, +45 7482 0003,N1,Norway Finland & Sweden,A...
Varec,http://www.varec.com, +1 770 447 9202,N1,Products & Delivery,D...
Varengold Bank,http://www.varengold.de, +49 406 686 490,Board,Chairman of the Board,Karl-Heinz Lemnitzer
Varian Medical Systems,http://www.varian.com, +1 650 493 4000,Board,CEO,Arthur Kaindl
Variant Equity,http://variantequity.com, +1 310 467 4700,Board,Managing Partner,Farhaad Wadia
Varex Imaging,http://vareximaging.com, +1 801 972 500,Board,CEO & Director,Sunny Sanyal
Variant Bio,http://www.variantbio.com, +1 650 270 6137,Board,CEO & Director,Andrew Farnum
Variantyx,http://www.variantyx.com, +1 617 209 2090,Board,CEO & Director,Haim Neerman
Varier Furniture,http://www.varierfurniture.com, +47 7024 4350,Board,CEO,Leif Holst-Liæker
VariQ,http://www.variq.com, +1 202 292 4236,N1,Growth,S...
Variety,http://variety.com, +1 323 617 9100,Board,CEO,Michelle Sobrino-Stearns
Variety Wholesalers,http://www.vwstores.com, +1 252 430 2600,Board,CEO,James Pope
Varnish Software,http://www.varnish-software.com, +46 841 090 930,Board,CEO,Fredrik Borg
Varjo,http://varjo.com, +358 401 306 998,Board,CEO,Timo Toikkanen
Varma,http://www.varma.fi, +358 102 440,Board,CEO,Risto Murto
Varo Energy,http://www.varoenergy.com, +49 421 380 2000,Board,CEO,Dev Sanyal
Varo Bank,http://www.varomoney.com, +1 415 449 8594,Board,CEO,Colin Walsh
Varonis,http://www.varonis.com, +1 646 706 7336,Board,Chairman & CEO,Yaki Faitelson
Varsity Healthcare Partners,http://varsityhealthcarepartners.com, +1 310 442 3059,Board,Managing Partner,David Alpern
Varsity Brands,http://www.varsitybrands.com, +1 901 387 4306,Board,CEO,Adam Blumenfeld
Varroc,http://varroc.com, +91 240 665 3700,Board,Managing Director & Chairman,Tarang Jain
Varsity Spirit,http://www.varsity.com, +1 901 387 4300,Board,President,Bill Seely
Varsity Tutors,http://www.varsitytutors.com, +1 314 422 2007,Board,CEO,Chuck Cohn
Varta,http://www.varta.de, +49 796 192 1699,Board,CEO & Director,Michael Ostermann
Vartan Aviation Group,http://vartan.aero, +49 40 468 96 1,Board,CEO,Chris Vartan
Vartana,http://www.vartana.com, +1 415 234 3655,Board,CEO,Kush Kella
Varthana,http://varthana.com, +91 895 109 3452,Board,CEO,Steve Hardgrave
Varun Beverages,http://varunpepsi.com, +91 124 464 3100,Board,Chairman of the Board,Ravi Jaipuria
Vascor Transport,http://www.vascortransport.com, +1 502 370 4186,Board,President,Jinny Daugherty
Vasakronan,http://vasakronan.se, +46 856 620 500,Board,CEO,Johanna Skogestig
Varvaressos,http://varvaressos.eu, +30 2 332052650,Board,CEO,Argiris Sarridis
Vascor,http://www.vascorlogistics.com, +1 502 570 2020,Board,CEO,Jinny Daugherty
Vascular Dynamics,http://www.vasculardynamics.com, +1 949 942 1640,Board,CEO & Director,Ed Roschak
Vasen,http://www.vasen.com, +86 576 8522 5086,Board,CEO & Chairman,Hongyang Jin
Vasek Insurance,http://www.vasek.co.uk, +44 115 950 5052,Board,Managing Director,James Collins
Vaskiluoto Voima,http://www.vv.fi, +358 105 055 200,Board,Managing Director,Mats Söderlund
Vashon Aircraft,http://vashonaircraft.com, +1 425 527 9944,Board,CEO,John Torode
Vasomedical,http://www.vasomedical.com, +1 516 997 4600,Board,CEO & Director,Jun Ma
Vassiliko Cement Works Public,http://www.vassiliko.com, +357 22 458 100,Board,General Manager,Georgios Savva
Vast,http://www.vastspace.com, +1 310 220 0300,Board,CEO,Max Haot
Vast Bank,http://www.vast.bank, +1 918 495 1700,Board,Chairman & CEO,Tom Biolchini
VasoHealthcare,http://www.vasohealthcare.com, +1 336 398 8276,Board,President,Jane Moen
Vast Data,http://vastdata.com, +1 212 658 1753,Board,CEO & Director,Renen Hallak
Vast Resources,http://www.vastplc.com, +44 162 281 6918,Board,CEO,Andrew Prelea
Vasta Platform,http://ir.vastaplatform.com, +55 113 133 7311,Board,CEO,Guilherme Mélega
VastNed,http://vastned.com, +31 102 424 300,Board,CEO,Reinier Walta
Vastned Belgium,http://www.vastned.be/en, +32 3287 6767,Board,CEO,Sven Bosman
Vastu Housing Finance,http://www.vastuhfc.com, +91 222 499 9911,Board,CEO,Sandeep Menon
VAT,http://www.vatvalve.com, +41 817 716 161,Board,CEO,Urs Gantner
Vattenfall,http://group.vattenfall.com, +46 771 820 000,Board,CEO,Anna Borg
Vattenfall Denmark,http://www.vattenfall.dk, +45 8827 5195,N1,Asset Integrity Management,M...
Vattanac Bank,http://www.vattanacbank.com, +855 2321 2727,Board,CEO,Chin Min Khong
Vattenfall Germany,http://group.vattenfall.com/de, +49 3081 8222,Board,CEO,Christian Barthélémy
Vatukoula Gold Mines,http://www.vgmplc.com, +44 207 440 0643,Board,CEO,David Paxton
Stromnetz Hamburg,http://www.stromnetz-hamburg.de, +49 404 920 200,Board,Managing Director,Karin Pfaffle
