name,url,number,category,position,person_name
Körber,http://www.koerber.com, +49 402 110 701,Board,CEO,Stephan Seifert
Körber Supply Chain,http://www.koerber-supplychain.com, +49 713 190 590,Board,CEO,Dirk Hejnal
Küchen Aktuell,http://www.kuechen-aktuell.de, +49 531 261 340,Board,Managing Director,Karl Schmidt
Körber Technologies,http://www.koerber-technologies.com, +49 4072 5001,Board,CEO,Juergen Spykman
Körber Pharma,http://www.koerber-pharma.com, +49 402 110 705,Board,CEO,Jörn Gosse
K2 Gold,http://k2gold.com, +1 604 646 4527,Board,CEO & Director,Anthony Margarit
k-ID,http://www.k-id.com, +65 650 321 2400,Board,CEO,Kieran Donovan
K1 Ventures,http://www.k1ventures.com.sg, +65 6438 8898,Board,CEO,Jeffrey Safchik
K2 Energy,http://k2battery.com, +1 702 478 3590,Board,CEO,Robert Horito
K1,http://www.k1capital.com, +1 800 310 2870,Board,CEO,Neil Malik
K2 Search,http://www.k2search.se, +46 733 414 192,Board,CEO,Jenny Berge
K2 Insurance Services,http://www.k2insinternational.com, +1 858 866 8966,Board,CEO,Bob Kimmel
K2 Integrity,http://www.k2integrity.com, +1 212 694 7000,Board,CEO,Jeremy Kroll
K2 Partnering Solutions,http://k2partnering.com, +1 401 228 0777,Board,CEO,Antonio Gulino
K3 Business Technology Group,http://www.k3btg.com, +44 161 876 4498,Board,CEO,Eric Dodd
K3 Capital Group,http://www.k3capitalgroupplc.com, +44 120 455 5071,Board,Chairman of the Board,John Rigby
Ka Shui International,http://kashui.com, +852 3759 8900,Board,CEO,Chu Weiman
Kabam,http://www.kabam.com, +1 415 391 0817,Board,CEO,Simon Sim
K92 Mining,http://www.k92mining.com, +1 236 521 0584,Board,CEO,John Lewins
K36 Therapeutics,http://www.k36tx.com, +1 617 812 7620,Board,CEO,Terrence Connolly
Kacific,http://www.kacific.com, +65 6297 9746,Board,CEO,Christian Patouraux
Kadant,http://www.kadant.com, +1 978 776 2000,Board,CEO & Director,Jeffrey Powell
Kabe,http://www.kabe.se, +46 3639 3700,Board,President Co-CEO & Director,Alf Ekstrom
Kaco New Energy,http://kaco-newenergy.com, +49 713 238 180,Board,CEO,Ralf Hofmann
Kadant Johnson,http://fluidhandling.kadant.com, +1 269 278 1715,Board,President,Wesley Martz
Kader,http://www.kaderholdings.com, +852 2798 1688,Board,Chairman & Managing Director,Woo Shou Ting
Kadimastem,http://www.kadimastem.com, +972 737 971 600,Board,CEO,Asaf Shiloni
Kadoya Sesame Mills,http://www.kadoya.com, +81 334 925 545,Board,CEO,Atsushi Kume
Kaelis Group,http://www.kaelisgroup.com, +34 911 288 000,Board,CEO,Renival Oliveira
Kadokawa,http://ir.kadokawa.co.jp, +81 335 496 300,Board,President,Takeshi Natsuno
Kafene,http://kafene.com, +1 855 420 0747,Board,CEO,Neal Desai
Kaff India,http://kaff.in, +91 180 0180 2221,Board,CEO,Shital Shital Gupta
Kaeser Kompressoren,http://www.kaeser.de, +49 9561 6400,Board,CEO,Thomas Kaeser
Kaff Logistic,http://www.kafflogistic.hu, +36 308 259 209,Board,Managing Director,Csaba Czihat
Kaessbohrer Gelaendefahrzeug,http://www.kaessbohrerag.com, +49 7392 9000,Board,Managing Director,Christian Oberwinkler
Kaga Electronics,http://www.taxan.co.jp, +81 356 570 111,Board,CEO,Isao Tsukamoto
Kaga Fei Europe,http://kagafeieurope.com, +49 6103 6900,Board,Managing Director,Axel Tripkewitz
Kagiso Tiso Holdings,http://www.kth.co.za, +27 115 622 500,Board,CEO,Paballo Makosholo
Kaggle,http://www.kaggle.com, +1 650 618 9808,Board,CEO,D Sculley
Kagome,http://www.kagome.co.jp, +81 529 513 571,Board,President,Satoshi Yamaguchi
Kahala Brands,http://www.kahalamgmt.com, +1 480 362 4800,Board,President,Dan Rubano
Kaifa,http://www.kaifa.cn/index_enwap.aspx, +86 755 8303 2000,Board,President,Guorong Zheng
Kaia Health,http://www.kaiahealth.com, +1 617 500 7954,Board,CEO,Adam Pellegrini
Kahoot,http://kahoot.com, +47 9909 9789,Board,CEO,Eilert Hanoa
Kaile Science and Technology,http://www.cnkaile.com, +86 716 520 9582,Board,General Manager & Acting Cha...,Junlin Zhu
Kairos Investment,http://kimc.com, +1 949 709 8888,Board,CEO,Carl Chang
Kainga Ora,http://kaingaora.govt.nz, +64 4439 3253,Board,CEO,Andrew McKenzie
Kainos Capital,http://www.kainoscapital.com, +1 214 740 7300,Board,Managing Partner,Andrew Rosen
Kainos Software,http://www.kainos.com, +44 289 057 1100,Board,CEO,Russell Sloan
Kairoi Residential,http://www.kairoi.com, +1 210 352 4764,Board,CEO,Michael Lynd
Kairos Partners,http://www.kairospartners.com, +39 2 77718 1,Board,CEO,Alberto Castelli
Kaiser Aluminum,http://kaiseraluminum.com, +1 949 614 1740,Board,President & CEO,Keith Harvey
Kaisa Group,http://www.kaisagroup.com, +852 8202 6888,Board,CEO & Vice Chairman,Fan Mai
Kaiser,http://www.kaiser.li, +423 377 2121,Board,CEO & Chairman,Markus Kaiser
Kaisa Prosperity,http://www.jzywy.com/en/Default.aspx, +86 400 188 1638,Board,CEO,Chuanqiang Liao
Kaiser Eur-Mark,http://www.kaiser-eurmark.fi, +358 207 345 800,Board,CEO & Chairman,Markus Kaiser
Kaiser Energie,http://kaiser.rw.net, +49 2961 7810,Board,CEO,Bjoern Kree-Lange
Kaiser Permanente,http://www.kp.org, +1 510 271 5953,Board,CEO & Chairman,Gregory Adams
Kaiser Austria,http://www.kaiser-fahrzeugtechnik.at, +43 552 564 180,Board,CEO,Markus Kaiser
Kaiser+Kraft,http://www.kaiserkraft.de, +49 800 100 8267,Board,CEO,Sonja Mechling
Kaizen,http://www.kaizenpe.com, +91 226 767 5757,Board,Co-Managing Partner,Sandeep Aneja
Kajabi,http://kajabi.com, +1 8554,Board,CEO,Ahad Khan
Kaixin Holdings,http://kaixin.com, +86 106 508 0677,Board,CEO & Chairman,Mingjun Lin
Kaiserwetter,http://kaiserwetter.energy, +49 405 305 660,Board,CEO,Hanno Schoklitsch
Kajaria Ceramics,http://www.kajariaceramics.com, +91 112 694 6409,Board,Chairman & Managing Director,Ashok Kajaria
Kajo Neukirchen Group,http://www.neukirchen-gruppe.de, +49 619 699 8950,Board,CEO,Frank Düpre
Kakao Entertainment,http://kakaoent.com, +82 1644 4755,Board,Co-CEO,Jin-Soo Lee
Kakaku.com,http://www.kakaku.com, +81 357 254 554,Board,CEO,Atsuhiro Murakami
Kajima,http://www.kajima.co.jp, +81 355 441 111,Board,President,Hiromasa Amano
Kakao,http://www.kakaocorp.com, +82 215 773 321,Board,CEO,Shina Chung
KakaoBank,http://www.kakaobank.com, +82 262 886 000,Board,CEO,Ho-Young Yun
Kakiyasu Honten,http://www.kakiyasuhonten.co.jp, +81 594 235 500,Board,President,Yasumasa Akatsuka
Kakao Ventures,http://kakao.vc, +82 316 021 002,Board,CEO,Gijun Kim
KAKE-TV,http://www.kake.com, +1 316 943 4221,Board,General Manager,Mike Rajewski
Kaken Pharmaceutical,http://www.kaken.co.jp, +81 359 775 002,Board,CEO & Director,Hiroyuki Horiuchi
Kal,http://www.kal.com, +44 131 659 4900,Board,CEO,Aravinda Korala
Kal Tire,http://www.kaltire.com, +1 250 542 2366,Board,President,Corey Parks
KAL Group,http://www.kalgroup.co.za, +27 22 4828000,Board,CEO,Sean Walsh
Kala Pharmaceuticals,http://www.kalarx.com, +1 -7819965252,Board,CEO & Chairman,Mark Iwicki
Kakuzi,http://www.kakuzi.co.ke, +254 1516 4620,Board,Managing Director,Christopher Flowers
Kalaam Telecom,http://www.kalaam-telecom.com, +973 1616 8686,Board,CEO,Veer Passi
Kalaari Capital,http://www.kalaari.com, +91 806 715 9600,Board,Co-Managing Director,Vani Kola
Kalbe,http://www.kalbe.co.id, +62 214 287 3888,Board,CEO & Chairman,Bernadette Setiady
Kaldewei,http://www.kaldewei.com, +49 2382 7850,Board,Managing Director,Franz Kaldewei
Kalas Manufacturing,http://www.kalaswire.com, +1 717 336 5575,Board,CEO,Jack Witwer
Kaleidescape,http://www.kaleidescape.com, +1 650 625 6100,Board,Chairman & CEO,Tayloe Stansbury
Kaldvik,http://www.kaldvik.is, +354 896 0426,Board,CEO,Roy Rikardsen
Kale Grubu,http://www.kale.com.tr/en, +90 212 371 5253,Board,CEO,Zeynep Bodur Okyay
Kaleo,http://www.kaleopharma.com, +1 804 545 6360,Board,CEO,Ron Gunn
Kale Aviation,http://www.kaleaero.com, +90 216 581 4000,Board,General Manager,Cuneyt Kenger
Kalimantan Prima Persada,http://www.kppmining.com, +62 214 683 4633,Board,President,Wahyu Widaryanto
Kaliop,http://www.kaliop.com, +33 499 136 860,Board,President,Pierre Deniset
Kaliop Digital Commerce,http://digitalcommerce.kaliop.com, +33 148 830 024,Board,CEO,Romuald Cornillet
Kalibrate Technologies,http://www.kalibrate.com, +44 161 228 0040,Board,CEO,Charles Wetzel
Kaleyra,http://www.kaleyra.com, +39 2288 5841,Board,CEO,Mauro Carobene
Kallista Energy,http://www.kallistaenergy.com, +33 1 58 22 18 ,Board,CEO,Frédéric Roche
Kalisher,http://www.kalisher.com, +1 919 967 4300,Board,President,David Twite
Kalitta Air,http://www.kalittaair.com, +1 734 484 0088,Board,CEO,Conrad Kalitta
Kaliop Poland,http://en.kaliop.pl, +48 598 413 714,Board,General Manager,Jakub Bilski
Kalkitech,http://www.kalkitech.com, +91 804 052 7900,Board,CEO,Prasanth Gopalakrishnan
Kalpataru Group,http://www.kalpataru.com, +91 223 064 5000,Board,Managing Director,Parag Munot
Kallyope,http://www.kallyope.com, +1 202 337 0808,Board,CEO,Jay Galeota
Kalpataru Power Transmission,http://www.kalpatarupower.com, +91 792 321 4000,Board,CEO,Manish Mohnot
Kalmar,http://www.kalmarglobal.com, +358 207 774 000,Board,CEO,Sami Niiranen
Kalmar China,http://www.kalmar.cn, +86 755 2685 6700,Board,Managing Director,Alex Tang
Kalray,http://www.kalrayinc.com, +33 169 290 816,Board,CEO,Eric Baissus
Kaltim Prima Coal,http://www.kpc.co.id, +62 549 521 155,Board,CEO,Ashok Mitra
Kaluza,http://www.kaluza.com, +44 753 439 1793,Board,CEO,Scott Neuman
Kaltenbach Gruppe,http://kaltenbach-gruppe.de, +49 226 392 310,Board,CEO,Anke Kaltenbach
Kaltura,http://www.kaltura.com, +1 646 290 5445,Board,Chairman & CEO,Ron Yekutiel
Kalyan Jewellers,http://www.kalyanjewellers.net, +91 487 243 7333,Board,Managing Director,T.S. Kalyanaraman
Kalvista Pharmaceuticals,http://www.kalvista.com, +1 857 241 3897,Board,CEO & Director,Benjamin Palleiko
Kalyani Investment,http://www.kalyani-investment.com, +91 216 621 5000,Board,CEO,Sheshar Bhiypathaki
Kalyani Group,http://www.kalyanigroup.com, +91 202 670 2777,Board,Chairman of the Board,Baba Kalyani
Kalyani Steels,http://www.kalyanisteels.com, +91 206 621 5000,Board,Chairman of the Board,Baba Kalyani
Kam Air,http://www.kamair.com, +93 799 974 422,Board,CEO,Jahed Azimi
Kalyani Technoforge,http://kalyanitechnoforge.com, +91 206 621 5000,Board,Managing Director,Ravi Nagarkar
Kamada,http://www.kamada.com, +972 8940 6472,Board,CEO,Amir London
Kamakura,http://www.kamakuraco.com, +1 808 791 9888,N1,EMEA,J...
Kamakura Shinsho,http://www.kamakura-net.co.jp, +81 362 623 521,Board,CEO & Chairman,Hirotaka Shimizu
Kaman Aerospace,http://www.kaman.com/our-company/aerospace, +1 860 242 4461,N1,Contracts & Ethics,R...
Kaman Industrial Technologies,http://ec.kamandirect.com/storeus/, +1 860 687 5000,N1,Branch,R...
Kaman Specialty Bearings,http://www.kaman.com/aerospace/specialty-bearings-engineered-products/, +1 860 243 9704,Board,President,Rob Paterson
Kaman Composite Structures,http://www.kaman.com/aerosystems/solutions/composite-structures, +1 316 942 1241,N1,HR,R...
Kaman,http://www.kaman.com, +1 860 243 7100,Board,Chairman & CEO,Ian Walsh
Kamco Supply,http://www.kamconewyork.com, +1 718 768 1234,Board,President,Scott Little
Kamax,http://www.kamax.com, +49 663 3790,Board,CEO,Reinhard Rupprecht
Kamaz,http://kamaz.ru, +7 855 245 2745,Board,CEO & Director,Sergey Kogogin
Kamco Invest,http://www.kamcoinvest.com, +965 185 2626,Board,CEO,Faisal Mansour Sarkhou
Kambi,http://kambi.com, +356 2131 5514,Board,CEO,Werner Becher
Kamigumi,http://www.kamigumi.co.jp, +81 783 061 638,Board,President & CEO,Yoshihiro Fukai
Kamic Group,http://www.kamicgroup.com, +46 8759 3500,Board,CEO,Johan Karlsson
Kameda Seika,http://www.kamedaseika.co.jp, +81 253 822 111,Board,Chairman & CEO,Lekh Raj Juneja
Kamdhenu,http://kamdhenulimited.com, +91 124 460 4500,Board,Chairman & Managing Director,Satish Kumar Agarwal
Kamei,http://www.kamei.co.jp, +81 222 646 111,Board,CEO & Chairman,Fumiyuki Kamei
Kamigumi Air Service,http://www.kamigumiairservice.com, +81 334 526 417,Board,President,Toshiyuki Azuma
Kamik,http://www.kamik.com, +1 800 341 3950,Board,CEO,Gillian Meek
Kamoa-Kakula Copper,http://www.ivanhoemines.com/projects/kamoa-kakula-project/, +1 604 688 6630,Board,Managing Director,Riaan Vermeulen
Kamps Zentrale Dienste,http://www.kamps-gruppe.de, +49 230 798 289,Board,Co-Managing Director,Thilo Kamps
Kamux,http://www.kamux.com, +358 505 445 538,Board,CEO,Tapio Pajuharju
Kanaden,http://www.kanaden.co.jp, +81 334 331 211,Board,President,Nobuyuki Motohashi
Kanal D,http://www.kanald.com.tr, +90 212 478 0088,N1,Sales,S...
Kanagawa Chuo Kotsu,http://www.kanachu.co.jp, +81 463 228 800,Board,President,Masayuki Imai
Kanaan Communications,http://www.kanaancomm.com, +1 614 8187339,Board,President,Daniel Kanaan
Kanabo Group,http://www.kanabogroup.com, +44 798 087 8561,Board,CEO,Avihu Tamir
Kancera,http://www.kancera.com, +46 850 126 080,Board,CEO,Peter Selin
Kanamic Network,http://www.kanamic.net, +81 357 983 955,Board,President & Director,Takuma Yamamoto
Kanbrick,http://www.kanbrick.com, +1 872 225 2275,Board,Co-Founder,Tracy Britt Cool
Kanamoto,http://www.kanamoto.co.jp, +81 112 091 600,Board,CEO,Tetsuo Kanamoto
Kanal75,http://www.kanal75.se, +46 8475 2300,Board,CEO,Per Tellander
Kanda Tsushinki,http://www.kandt.co.jp, +81 332 527 731,Board,CEO & Director,Masato Kambe
Kanda,http://www.kanda-web.co.jp, +81 363 271 811,Board,President,Fujihisa Harashima
Kanda Software,http://www.kandasoft.com, +1 617 340 3850,Board,CEO,Alex Karpovsky
Kandi Technologies,http://en.kandivehicle.com, +86 579 8223 9158,Board,CEO & Director,Xueqin Dong
Kandenko,http://www.kandenko.co.jp, +81 354 762 111,Board,President,Toshio Nakama
Kandou,http://www.kandou.com, +41 213 539 955,Board,CEO,Amin Shokrollahi
Kane County Cougars,http://kccougars.com, +1 630 232 8811,Board,Chairman & CEO,Bob Froehlich
Kane Constructions,http://www.kane.com.au, +61 3 8420 1200,Board,Co-Managing Director,Richard Frisina
Kandji,http://www.kandji.io, +1 855 877 1866,Board,CEO,Adam Pettit
Kandu Health,http://www.kanduhealth.com, +1 408 502 7548,Board,CEO,Kirsten Carroll
Kanefusa,http://www.kanefusa.co.jp, +81 587 957 221,Board,President,Takuma Isogai
Kane LPI Solutions,http://www.kane-group.com, +1441 295 8448,Board,CEO,John Uprichard
Kaneko Seeds,http://www.kanekoseeds.jp/en/, +81 272 511 612,Board,President,Masahiko Kaneko
Kaneka,http://www.kaneka.co.jp, +81 662 265 050,Board,President,Minoru Tanaka
Kane Logistics,http://www.kanelogistics.com, +1 570 344 9801,N1,COO,Patrick Coughlin
Kaney Aerospace,http://kaney.com/company, +1 815 9864359,Board,CEO,Jeffrey Kaney
Kanematsu,http://www.kanematsu.co.jp, +81 354 408 111,Board,President,Yoshiya Miyabe
Kanematsu Sustech,http://www.knn.co.jp, +81 332 658 243,Board,CEO & Chairman,Koichi Koizumi
Kangmei Pharmaceutical,http://www.kangmei.com.cn, +86 663 291 7777,Board,CEO,Guowei Liu
Kanematsu Electronics,http://www.kel.co.jp, +81 352 506 801,Board,President & CEO,Akira Watanabe
Kanoo Group,http://www.kanoogroup.com, +971 2677 4444,Board,CEO,Fahad Kanoo
Kangwon Land,http://kangwonland.high1.com, +82 1588 7789,Board,CEO,Cheol-Gyu Choi
Kanonaden,http://kanonaden.com, +46 380 555 250,Board,CEO,Ola Forsell
Kannaway,http://www.kannaway.com, +1 866 447 6670,Board,President,Bill Andreoli
Kannegiesser,http://www.kannegiesser.com, +49 573 3120,Board,CEO,Tina Kannegiesser
Kanoo Logistics,http://www.kanoo.com, +973 1722 0220,Board,Acting CEO,Mahmood Battoyor
Kanoo Real Estate,http://www.kanoo.com/business-divisions/real-estate/, +973 1722 0762,Board,CEO,Mohamed Al Kooheji
Kanoo Travel,http://www.kanoo.com/business-divisions/travel/, +973 1722 0819,Board,CEO,Zaeem Gama
Kanro,http://www.kanro.co.jp, +81 333 858 811,Board,CEO,Tetsuya Murata
Kanoria Chemicals,http://www.kanoriachem.com, +91 114 357 9200,Board,Managing Director & Chairman,Rajya Kanoria
Kansai Helios,http://www.helios-group.eu, +386 1722 4000,Board,President,Dietmar Jost
Kansai Airports,http://www.kansai-airports.co.jp, +81 724 552 903,Board,Co-CEO,Yoshiyuki Yamaya
Kansai Electric Power,http://www.kepco.co.jp, +81 664 418 821,Board,President,Takashi Morimoto
Kansai Mirai Financial,http://www.kmfg.co.jp, +81 677 337 000,Board,President,Kazuhiro Nishiyama
Kansai Food Market,http://www.kansai-foodmarket.co.jp, +81 727 720 341,Board,President,Katsuhiro Hayashi
Kansas City Mavericks,http://kcmavericks.com, +1 816 252 7825,Board,President,Mike Cukyne
Kansas City Chiefs,http://www.kcchiefs.com, +1 816 920 9300,Board,Chairman & CEO,Clark Hunt
Kansai Paint,http://www.kansai.co.jp, +81 662 035 531,Board,President,Kunishi Mori
Kansai Nerolac Paints,http://www.nerolac.com, +91 222 493 4001,Board,Managing Director,Anuj Jain
Kansas City Life Insurance,http://www.kclife.com, +1 816 753 7000,Board,CEO,Walter Bixby
Kansas City Southern,http://www.kcsouthern.com, +1 641 219 335,Board,Chairman of the Board,Robert Druten
Kansas City Royals,http://www.mlb.com/royals, +1 816 921 8000,Board,Chairman & CEO,John Sherman
Kantar,http://www.kantar.com, +1 212 548 7200,Board,CEO,Chris Jansen
Kansas Speedway,http://www.kansasspeedway.com, +1 913 328 3300,Board,President,Pat Warren
Kansas City Monarchs,http://monarchsbaseball.com, +1 913 328 2255,Board,President,Jay Hinrichs
Kantar Consulting EMEA,http://consulting.kantar.com/, +44 207 955 1800,Board,CEO,Christine Völcker
Kantar Consulting,http://consulting.kantar.com, +1 404 451 2740,N1,Australia & New Zealand,J...
Kantar Millward Brown,http://www.millwardbrown.com, +1 212 548 7200,N1,Southern & Eastern Europe,S...
Kantar Media France,http://www.kantar.com/france, +33 130 748 080,Board,CEO,Denis Gaucher
Kantar Media,http://www.kantarmedia.com, +44 207 160 5505,Board,CEO,Patrick Behar
Kantata,http://www.kantata.com, +1 949 336 7610,Board,CEO & Director,Michael Speranza
Kantar Public,http://www.kantar.com/public, +44 207 656 5769,Board,CEO,Michelle Harrison
Kantar Worldpanel,http://www.kantarworldpanel.com, +34 935 819 400,Board,CEO,Guillaume Bacuvier
Kantone,http://www.tricor.com.hk, +852 2896 6663,Board,Chairman of the Board,Koon Wa Chan
Kanto Denka Kogyo,http://www.kantodenka.co.jp, +81 332 570 371,Board,President & Director,Junichi Hasegawa
Kanzaki Specialty Papers,http://www.kanzakiusa.com, +1 413 967 6204,N1,Quality Management,A...
Kanzhun,http://kanzhun.com, +86 400 612 9066,Board,CEO,Zhao Peng
Kantox,http://www.kantox.com, +44 203 608 6984,Board,CEO,Philippe Gelis
Kao Data,http://kaodata.com, +44 780 393 1138,Board,CEO,Doug Loewe
Kao,http://www.kao.co.jp, +81 336 607 111,Board,CEO,Yoshihiro Hasebe
Kao USA,http://www.kaocareers.com, +1 513 421 1400,Board,President,Karen Frank
KAP Beteiligungs,http://www.kap.de, +49 661 103 100,Board,CFO & Interim CEO,Marten Julius
Kaola.com,http://www.kaola.com, +86 108 255 8163,N1,Procurement,A...
KAP,http://www.kap.co.za, +27 218 080 900,Board,CEO,Gary Chaplin
Kape,http://www.kape.com, +44 203 355 7926,Board,CEO,Charles Butler
Kapia-Rgi,http://www.kapia-rgi.com, +33 143 911 299,N1,CFO,Nathalie Roux
Kapital Bank Uzbekistan,http://www.kapitalbank.uz, +998 712 000 044,Board,CEO,Kirill Maevskiy
Kapital,http://www.kapital.mx, +52 552 615 1000,Board,CEO,Rene Saul
Kapitus,http://kapitus.com, +1 212 354 1400,Board,CEO,Andrew Reiser
Kapital Bank,http://www.kapitalbank.az, +994 125 981 295,Board,CEO,Farid Huseynov
Kaplan Test Prep,http://www.kaptest.com, +1 212 453 7571,Board,Executive Director,Amit Schlesinger
Kapor Capital,http://www.kaporcapital.com, +1 510 488 6600,Board,Managing Partner,Brian Dixon
Kaplan North America,http://www.kaplaninternational.com/contact-us-corporate-enquiries-and-call-us, +1 805 884 9464,Board,CEO,Gregory Marino
Kaplan Professional,http://www.kaplanprofessional.edu.au, +61 396 264 500,Board,CEO,Brian Knight
Kaplan,http://kaplan.com, +1 954 515 3993,Board,Chairman & CEO,Andrew Rosen
Kapsch BusinessCom,http://www.kapsch.net/en/kbc/Pages/default.aspx, +43 508 110,Board,CEO,Emil Friedauer
KappAhl,http://www.kappahl.se, +46 8777 0830,Board,CEO,Elisabeth Peregi
Kaporal,http://www.kaporal.com, +33 491 810 017,Board,Founder,Daniel Bernard
Kappa Bioscience,http://www.kappabio.com, +47 9510 9565,N1,Sales EMEA,E...
Kappa Create,http://www.kappa-create.co.jp, +81 486 505 100,Board,President,Koki Tanabe
Karachaganak Petroleum Operating,http://www.kpo.kz, +7 717 259 1672,Board,General Director,Giancarlo Ruiu
Kapsch TrafficCom,http://www.kapsch.net/en/ktc/Pages/default.aspx, +43 508 110,Board,CEO & CFO,Georg Kapsch
Kapsch Gruppe,http://www.kapsch.net/en/KapschGroup/, +43 508 110,Board,CEO,Georg Kapsch
Kapsch TrafficCom North America,http://www.kapsch.net/us/, +1 703 885 1976,Board,President,JB Kendrick
KapStone Paper and Packaging,http://www.kapstonepaper.com, +1 847 239 8800,Board,CEO,Matthew Kaplan
Karat,http://www.karat.com, +1 509 761 9141,Board,CEO,Mohit Bhende
Karat Financial,http://www.trykarat.com, +1 650 762 8395,Board,Co-CEO,Will Kim
Karara Mining,http://www.kararamining.com.au, +61 862 981 888,Board,CEO,Changjiang Zhu
Karatzi,http://www.karatzis.gr, +30 2 810382900,Board,Co-CEO & Chairman,Antonios Karatzis
Karat Packaging,http://www.karatpackaging.com, +1 626 965 8882,Board,Chairman & CEO,Alan Yu
Karcher,http://www.karcher.com, +49 719 5140,Board,CEO,Hartmut Jenner
Karbon,http://karbonhq.com, +1 650 843 5000,Board,CEO,Mary Delaney
Karbonn,http://www.karbonnmobiles.com, +91 114 660 4660,Board,Managing Director,Pardeep Jain
Karcher Asia,http://www.kaercher.com/id/, +62 218 065 7600,N1,Philippines,M...
Karavel Promovacances,http://www.karavel.com, +33 899 654 850,Board,CEO,Alain de Mendonca
Karcher Austria,http://www.kaercher.com/at/, +43 125 0600,N1,Key Account,R...
Karcher France,http://www.kaercher.com/fr/, +33 143 996 770,Board,Managing Director,Martina Ehrmann
Karcher Middle East,http://www.kaercher.com/ae/, +971 4886 1177,Board,President,Joe Lahoud
Karcher Latin America,http://www.karcher.com.br, +55 193 884 9100,N1,Chile,P...
Karcher Municipal,http://www.kaercher-municipal.com, +49 712 193 0729,Board,CEO,Michael Häusermann
Karcher South Africa,http://www.kaercher.com/za/, +27 116 577 300,Board,Managing Director,Blaine Carstens
Karcher North America,http://www.karcher.com/usa, +1 303 738 2400,Board,President,Javier Gonzalez
Karcher Norway,http://www.kaercher.com/no/, +47 2417 7772,Board,President,Nils Kloster
Karcher Sweden,http://www.kaercher.com/se/, +46 3157 7300,Board,General Manager,Ingrid Rohlen
Karcher Switzerland,http://www.kaercher.com/ch/, +41 844 850 863,Board,Managing Director,Karl Steiner
Kardemir,http://kardemir.com, +90 370 418 2001,Board,General Manager,Necdet Utkanlar
Karcher UK & Ireland,http://www.kaercher.com, +44 129 575 2000,Board,Managing Director,Simon Keeping
Kardan,http://www.kardan.nl, +31 203 050 010,Board,CEO & Director,Guy Elias
Kardex Group,http://www.kardex.com, +41 444 194 444,Board,CEO,Jens Hardenacke
Karcher Turkey,http://www.kaercher.com/tr/, +90 212 703 4444,Board,Managing Director,Gökhan Gökmen
Karelian Diamond Resources,http://www.kareliandiamondresources.com, +353 1661 8958,Board,Managing Director,Maureen Jones
Kardium,http://www.kardium.com, +1 604 248 8891,Board,CEO,Kevin Chaplin
Kare-TV,http://www.kare11.com, +1 763 546 1111,Board,President,Doug Wieder
Karelia Tobacco,http://www.karelia.gr, +30 272 106 9213,Board,Managing Director,Andrew Karelias
Kare,http://www.kare-design.com, +49 8932 0820,Board,Co-Managing Director,Jürgen Reiter
Karkinos Healthcare,http://www.karkinos.in, +91 826 828 2682,Board,CEO & Director,Venkataramanan R
Karius,http://www.kariusdx.com, +1 866 452 7487,Board,CEO,Alexander Ford
Kargo,http://www.kargo.com, +1 212 979 9000,Board,CEO,Harry Kargman
