name,url,number,category,position,person_name
Tafe,http://www.tafe.com, +91 446 691 9000,Board,CEO,Sandeep Sinha
Tafe SA,http://www.tafesa.edu.au, +61 180 088 2661,Board,CEO,David Coltman
TAG Airlines,http://www.tag.com, +1 201 526 7620,Board,Chairman of the Board,Marcela Toriello
Tafisa,http://www.tafisa.ca, +1 514 780 1324,Board,CEO,Louis Brassard
Tag Americas,http://www.tagww.com/office/americas-hq, +1 212 803 9500,Board,CEO,Toby Codrington
Tag,http://www.tagww.com, +44 207 772 4200,Board,CEO,David Kassler
Tag APAC,http://www.tagww.com/region/apac/, +65 6227 9177,N1,COO & ANZ,Trent Agnew
TAG Aviation,http://www.tagaviation.com, +41 227 170 000,Board,CEO,Steven Young
TAG Immobilien,http://www.tag-ag.com, +49 4038 0320,Board,Co-CEO & COO,Claudia Hoyer
Tag Heuer,http://www.tagheuer.com, +41 329 198 000,Board,CEO,Antoine Pin
Tag EMEA,http://www.tagww.com/locations, +44 207 468 1000,Board,CEO,Kevan Thorn
TAG Oil,http://www.tagoil.com, +1 604 682 6496,Board,CEO,Toby Pierce
Tagetik France,http://www.tagetik.com/fr, +33 145 640 968,N1,Consulting,A...
Taghleef Industries,http://www.ti-films.com, +971 4880 1100,Board,CEO,Detlef Schuhmann
Tagnos,http://www.tagnos.com, +1 949 305 0806,Board,CEO,Sheila Minton
TagMaster,http://www.tagmaster.com, +46 8632 1950,Board,CEO,Jonas Svensson
Tahal Group,http://www.tahal.com, +31 203 050 010,Board,CEO,Esther Eldan
Taher,http://www.taher.com, +1 952 945 0505,Board,CEO,Bruce Taher
Tahoe Life,http://www.tahoelife.com.hk, +852 3767 8777,Board,CEO,Allan Yu
Tagworks Pharmaceuticals,http://www.tagworkspharma.com, +31 625 021 525,Board,CEO,Marc Robillard
Tahoe Group,http://www.tahoecn.com, +86 591 8754 2888,Board,CEO & Chairman,Qi Shen Huang
Tai Cheung,http://www.taicheung.com, +852 2532 2688,Board,Chairman & Managing Director,Pun Chan
Tai Fung Bank,http://www.taifungbank.com, +853 2832 2323,Board,President,Xin Jiang
TAI Life Reinsurance,http://www.taire.com, +1 708 403 7775,Board,President,Brian Wilkinson
Tahzoo,http://www.tahzoo.com, +1 202 621 7160,Board,CEO,Brad Heidemann
Tai Ping Carpets International,http://www.taipingcarpets.com, +852 2848 7668,Board,CEO,Mark Worgan
Taiga Building Products,http://www.taigabuilding.com, +1 604 438 1471,Board,CEO,Russ Permann
Taihei Dengyo Kaisha,http://www.taihei-dengyo.co.jp, +81 352 137 211,Board,CEO & Representative Director,Jo Nojiri
Taiheiyo Cement,http://www.taiheiyo-cement.co.jp, +81 358 010 333,Board,President,Yoshifumi Taura
Taiheiyo Kouhatsu,http://www.taiheiyo.net, +81 358 301 601,Board,President,Yoshinori Itagaki
Taiho Kogyo,http://www.taihonet.co.jp, +81 565 282 225,Board,President & Director,Toshio Niimi
Taiho Oncology,http://www.taihooncology.com, +1 609 750 5300,Board,CEO & President,Tim Whitten
Taiji Computer,http://www.taiji.com.cn, +86 105 770 2596,Board,President,Yi Xiao
Taiho Pharmaceutical,http://www.taiho.co.jp/english, +81 332 944 527,Board,CEO,Masayuki Kobayashi
Taikang Insurance Group,http://www.taikang.com, +86 95 522,Board,Chairman & CEO,Dongshen Chen
Taikisha,http://www.taikisha.co.jp, +81 333 655 320,Board,President & Representative D...,Masashi Osada
Tailored Brands,http://www.tailoredbrands.com, +1 281 776 7000,Board,Executive Chairman,Bob Hull
Taiko Pharmaceutical,http://www.seirogan.co.jp, +81 643 911 123,Board,President,Takashi Shibata
Taiko Bank,http://www.taikobank.jp, +81 258 364 111,Board,President,Shoichi Kawai
Tails.com,http://tails.com, +44 203 322 4448,Board,CEO,Paolo Woods-Wyatt
Tailscale,http://tailscale.com, +1 416 276 9132,Board,CEO,Avery Pennarun
Tailwater Capital,http://www.tailwatercapital.com, +1 214 269 1183,Board,Co-Managing Partner,Jason Downie
Taisei Lamick,http://www.lamick.co.jp, +81 480 970 221,Board,President,Yoshinari Kimura
Taiping Reinsurance,http://www.tpre.cntaiping.com, +86 105 709 8588,Board,CEO,Xiaodong Yu
Taishin Financial Holdings,http://www.taishinholdings.com.tw, +886 223 268 888,Board,President,Welch Lin
Taisei,http://www.taisei.co.jp, +81 333 481 111,Board,CEO,Yoshiro Aikawa
Tait Communications,http://www.taitradio.com, +64 3384 6010,Board,CEO,Yoram Benit
Taisho Pharmaceutical,http://www.taisho-holdings.co.jp, +81 339 852 020,Board,CEO,Akira Uehara
Taitron Components,http://www.taitroncomponents.com, +1 661 257 6060,Board,CEO & Director,Stewart Wang
Taittinger,http://www.taittinger.com, +33 326 854 535,Board,President,Vitalie Taittinger
Taito Corporation,http://www.taito.com, +81 363 618 381,Board,President,Katsuhiko Iwaki
Taiwan Business Bank,http://www.tbb.com.tw, +886 225 597 171,Board,General Manager & Director,Chih-Chien Chang
Taiwan Fire & Marine Insurance,http://www.tfmi.com.tw, +886 223 821 666,Board,General Manager,Chao-Feng Chen
Taiwan Financial Holdings,http://www.twfhc.com.tw/Eng/index.aspx, +886 227 849 151,Board,President,Jan-Lin Wei
Taiwan Cement,http://www.taiwancement.com, +886 225 317 099,Board,Chairman & CEO,An Ping Chang
Taiwan Cooperative Bank,http://www.tcb-bank.com.tw, +886 223 118 811,Board,President,Tso-Cheng Su
Taiwan Liposome Company,http://www.tlcbio.com, +886 226 557 377,Board,CEO & Chairman,Keelung Hong
Taiwan Power,http://www.taipower.com.tw, +886 223 651 234,Board,President,Yao-Ting Wang
Taiwan Glass Group,http://www.taiwanglass.com, +886 227 130 333,Board,CEO,Boshi Lin
Taiwan High Speed Rail,http://thsrc.com.tw, +886 2 8789 2000,Board,CEO,Kung Yeun Jeng
Taiwan Mobile,http://www.taiwanmobile.com, +886 266 386 888,Board,President,Jamie Lin
Taiwan Stock Exchange,http://www.twse.com.tw, +886 281 013 101,Board,President & Director,Lih-Chung Chien
Taiyo,http://www.taiyo-ltd.co.jp, +81 663 401 100,Board,President,Takashi Ishikawa
Taiyo Fine Chemicals,http://www.taiyo-fc.co.jp, +81 243 226 050,Board,President & CEO,Hidekazu Miyabe
Taiyo Holdings,http://www.taiyo-hd.co.jp, +81 359 991 511,Board,CEO,Eiji Sato
Taiwan Tobacco and Liquor,http://www.ttl.com.tw, +886 223 214 567,Board,President,Chun-Kai Tseng
Taiyo Ink MFG,http://www.taiyo-hd.co.jp/en/group/ink, +81 493 612 711,Board,President,Shoji Minegishi
Taiyo Nippon Sanso,http://www.tn-sanso.co.jp, +81 357 888 000,Board,President & Director,Kenji Nagata
Taiyo Koki,http://www.taiyokoki.com, +81 258 428 808,Board,President,Tsuyoshi Watanabe
Taiyo Ink Suzhou,http://www.taiyoink.com.cn, +86 512 6665 5550,Board,President & Director,Daisuke Mishima
Taiyo Yuden,http://www.yuden.co.jp, +81 338 320 101,Board,CEO,Katsuya Sase
Tajan,http://www.tajan.com, +33 153 303 030,Board,Managing Director,Philippe Rolle
Taiyuan Heavy Industry,http://tz.com.cn, +86 351 636 1155,Board,General Manager,Shenglin Wang
Tajsats,http://www.tajsats.com, +91 226 705 7005,Board,CEO,Manish Gupta
TAK Communications,http://takcommunications.com, +1 605 362 6630,Board,CEO,Trent Edwards
Tajco Group,http://tajco-group.com, +45 7532 1411,Board,CEO & Sales,Erik Laursen
Takada Kiko,http://www.takadakiko.com, +81 666 495 100,Board,President,Tatsuro Nakamura
Taka-Q,http://www.taka-q.com, +81 352 484 100,Board,President,Takaaki Ohmori
Takaful,http://www.takaful.ae, +971 2410 7700,Board,CEO,Osama Abdeen
TaKaDu,http://www.takadu.com, +972 3555 5100,Board,CEO,Amir Peleg
Takachiho Koheki,http://www.takachiho-kk.co.jp, +81 333 551 111,Board,CEO,Takanobu Ide
Takaful Emarat,http://www.takafulemarat.com, +971 4230 9300,Board,CEO,Mohammed Abu Quora
Takaful Ikhlas,http://www.takaful-ikhlas.com.my, +60 327 239 696,Board,CEO,Muhammad Rawi
Takaful Ikhlas General,http://www.takaful-ikhlas.com.my/corporate-info/senior-management-team, +60 327 239 999,Board,CEO,Rudy Rodzila
Takaful Keluarga,http://www.takaful.co.id, +62 217 992 345,Board,CEO,Yurivanno Gani
Takaful Malaysia,http://www.takaful-malaysia.com.my, +60 322 681 984,Board,CEO,Azman Zainal
Takamatsu,http://www.takamatsu-const.co.jp, +81 334 558 101,Board,CEO,Nobuhiko Kusanagi
Takamatsu Machinery,http://www.takamaz.co.jp, +81 762 740 123,Board,CEO & Director,Soichiro Takamatsu
Takamatsu Construction Group,http://www.takamatsu-cg.co.jp, +81 663 038 101,Board,President,Hirotaka Takamatsu
Takaful Oman,http://www.takafuloman.om, +968 2230 3000,Board,CEO,Neelmani Bhardwaj
Takakita,http://www.takakita-net.co.jp, +81 595 633 111,Board,President,Mitsuo Matsumoto
Takamiya,http://www.takamiya.co/en/, +81 663 753 900,Board,President & Chairman,Kazumasa Takamiya
Takamol Holding,http://takamolholding.com, +966 112 186 500,Board,CEO,Ahmad Al Yamani
Takara,http://www.takara.co.jp, +81 752 415 124,Board,President,Mutsumi Kimura
Takaoka Toko,http://www.tktk.co.jp, +81 363 715 000,Board,President & Chairman,Takashi Ichinose
Takano,http://www.takano-net.co.jp, +81 265 853 150,Board,CEO,Jun Takano
Takara & Company,http://www.takara-print.co.jp, +81 339 713 101,Board,CEO and Director,Shirai Kota
Takara Bio,http://www.takara-bio.co.jp, +81 775 437 200,Board,CEO,Koichi Nakao
Takara Bio USA,http://www.takarabio.com/about/international-contacts-by-region/united-states-and-canada, +1 463 1758 0900,Board,CEO,Carol Lou
Takara Standard,http://www.takara-standard.co.jp, +81 669 621 531,Board,President,Masaru Komori
Takara Leben,http://www.leben.co.jp, +81 365 512 130,Board,President & Director,Shoichi Akisawa
Takasago International,http://www.takasago.com, +81 357 440 511,Board,CEO & Director,Satoshi Masumura
Takasago Tekko,http://takasago-t.co.jp, +81 353 998 111,Board,President,Kanji Kato
Takasago Thermal Engineering,http://www.tte-net.co.jp, +81 332 558 212,Board,President & COO,Kazuhito Kojima
Takashimaya,http://www.takashimaya.co.jp, +81 666 311 101,Board,President,Yoshiro Murata
Takashima,http://www.tak.co.jp, +81 352 177 600,Board,President,Koichi Takashima
Take & Give Needs,http://www.tgn.co.jp, +81 368 331 122,Board,President,Kenji Iwase
Take 5 Car Wash,http://take5.com/car-wash, +1 303 779 9009,Board,President,Tim Austin
Takasho,http://www.takasho.co.jp, +81 734 824 128,Board,President,Nobuo Takaoka
Take-Two Interactive Software,http://www.take2games.com, +1 646 536 2842,Board,CEO & Chairman,Strauss Zelnick
Take 5 Oil Change,http://take5.com/oil-change, +1 504 263 8808,Board,President,Robert Lewis
Takealot,http://www.takealot.com, +27 861 222 989,Board,CEO,Mamongae Mahlare
Takebishi,http://www.takebishi.co.jp/english/, +81 753 252 111,Board,CEO & Chairman,Isamu Ogura
Takeda Americas,http://www.takeda.com/en-us/, +1 224 554 6500,Board,President,Ramona Sequeira
Takeda APAC,http://www.takeda.com/who-we-are/company-information/worldwide-offices/Takeda-Pharmaceuticals-Asia-Pacific-Pte-Ltd/, +65 6808 9500,Board,Managing Director,Mahender Nayak
Takeda Australia,http://www.takedaaustralia.com.au, +61 298 596 900,Board,General Manager,Dave Pearce
Takeda Canada,http://www.takedacanada.com, +1 905 469 9333,Board,General Manager,Rute Fernandes
Takeda Germany,http://www.takeda.de, +49 753 1840,Board,General Manager,Jean-Luc Delay
Takeda Europe,http://www.takeda.com/who-we-are/company-information/worldwide-offices/eucan-bu/, +41 445 551 000,Board,President,Giles Platford
Takeda Iberia,http://www.takeda.com/es-es/contacto, +34 917 904 222,Board,Managing Director,Andrius Varanavicius
Takeda France,http://www.takeda.fr, +33 146 251 616,Board,Managing Director,Rita Cataldo
Takeda India,http://www.takeda.com/who-we-are/company-information/worldwide-offices/Takeda-Pharmaceuticals-India-Pvt-Ltd/, +91 222 768 2666,Board,General Manager,Serina Fischer
Takeda Netherlands,http://www.takeda.nl, +31 235 668 700,Board,Managing Director,Aarnoud Overkamp
Takeda Italy,http://www.takeda.com/it-it, +39 650 2601,Board,General Manager,Anna Bencini
Takeda Ireland,http://www.takeda.ie, +353 1205 0600,Board,General Manager,Shane Ryan
Takeda Israel,http://www.takeda.com/company/worldwide/europe/israel/takeda_israel_ltd/index.html, +972 3373 3140,Board,Managing Director,Arie Kramer
Takeda Pharmaceutical,http://www.takeda.co.jp, +81 662 042 111,Board,CEO & Director,Christophe Weber
Takeda Sweden,http://www.takeda.com/sv-se/who-we-are/takeda-i-sverige/, +46 8731 2800,Board,General Manager,Vatroslav Mateljic
Takeda Oncology,http://www.takedaoncology.com, +1 866 835 2233,Board,President,Teresa Bitetti
Takeda Norway,http://www.takeda.com/nn-no/kontakt-oss/veibeskrivelse/, +47 6676 3030,Board,Managing Director,Koki Sato
Takeda Poland,http://www.takeda.com.pl, +48 226 081 300,N1,Indirect Tax,M...
Takeda Ukraine,http://www.takeda.ua, +380 443 900 909,N1,National Sales,B...
Takeda UK,http://www.takeda.co.uk, +44 162 853 7900,Board,General Manager,Seyda Atadan Memis
Takeda Venezuela,http://www.takeda.com/company/worldwide/americas/venezuela/takeda_srl/index.html, +58 212 212 6000,Board,General Manager,Alejandro Padilla
Takeda Ventures,http://www.takedaventures.com, +1 650 328 2900,N1,Senior Partner,R...
Takeei,http://www.takeei.co.jp, +81 363 616 830,Board,President,Mitsuo Abe
Takemoto Packaging,http://www.takemotopkg.com, +81 338 456 107,Board,CEO,Emiko Takemoto
Takenaka Corporation,http://www.takenaka.co.jp, +81 662 521 201,Board,President,Masato Sasaki
Taki Chemical,http://www.takichem.co.jp, +81 794 370 654,Board,President & Director,Takamoto Taki
Takeuchi,http://www.takeuchi-mfg.co.jp, +81 268 811 100,Board,President,Toshiya Takeuchi
Takeoff Technologies,http://www.takeoff.com, +1 617 825 3633,Board,CEO,Heather Carroll
Takigami Steel Construction,http://www.takigami.co.jp, +81 569 892 101,Board,CEO,Masayoshi Takigami
Takkt,http://www.takkt.de, +49 711 346 580,Board,Interim CEO,Andreas Weishaar
Takko Fashion,http://www.takko-fashion.com, +49 2504 9230,Board,CEO,Martino Pessina
Takihyo,http://www.takihyo.co.jp, +81 525 877 111,Board,President & CEO,Kazuo Taki
Takisawa Machine Tool,http://www.takisawa.co.jp, +81 862 936 111,Board,President & Director,Kazuhiro Harada
Takumi Precision Engineering,http://takumiprecision.com, +353 61 308 686,Board,CEO,Donal Galligan
Takumi,http://takumi.com, +44 203 143 4326,Board,Chairman of the Board,Rob Forshaw
Takuma,http://www.takuma.co.jp, +81 664 832 609,Board,CEO,Hiroaki Nanjo
Takyeef,http://www.takyeef.com, +974 4451 4400,N1,Estimation & Sale,P...
Takween Advanced Industries,http://www.takweenai.com, +966 138 058 905,Board,CEO,Majed Nofal
Tal Apparel,http://www.talgroup.com, +852 2738 6211,Board,CEO,Roger Lee
TAL Australia,http://www.tal.com.au, +61 299 968 400,Board,CEO (-> Oct 1 2024),Brett Clark
Tal Education,http://en.100tal.com, +86 400 800 2211,Board,CEO & Chairman,Bangxin Zhang
Tala,http://tala.co, +1 917 796 2356,Board,CEO,Shivani Siroya
TAL Aviation Group,http://www.talaviation.com, +972 3795 2111,Board,CEO,Gideon Thaler
Talan,http://talan.com, +33 347 399 9023,Board,CEO,Mehdi Houas
Talaat Moustafa Group,http://www.talaatmoustafa.com, +20 233 312 000,Board,CEO,Hisham Talaat Mostafa
Talanx,http://www.talanx.com, +49 5113 7470,Board,CEO,Torsten Leue
Talanx Reinsurance Broker,http://http://trb.talanx.com, +49 511 542 230,Board,CEO,Oliver Grabau
Talabat,http://www.talabat.com, +965 180 0200,Board,CEO,Tomaso Rodriguez
Talcott Financial Group,http://www.talcott.com, +1 860 791 0097,Board,CEO,Imran Siddiqui
Talbots,http://www.talbots.com, +1 781 749 7600,Board,Director,Michael Weiss
Talen Energy,http://www.talenenergy.com, +1 412 317 606,Board,CEO,Mark McFarland
Talcott Resolution,http://www.talcottresolution.com, +1 800 862 6668,Board,Interim Co-President,Lisa Proch
