name,url,number,category,position,person_name
Oak,http://www.oak.co.uk, +44 845 136 2625,Board,CEO,William Emm
Oaca,http://www.oaca.nat.tn, +216 7010 2100,Board,CEO,Montassar Ben Hamida
o9 Solutions,http://o9solutions.com, +1 214 838 3125,Board,CEO,Chakri Gottemukkala
O3 Mining,http://o3mining.ca, +1 416 363 8653,Board,CEO,Jose Vizquerra
O2Micro International,http://www.o2micro.com, +1 408 987 5920,Board,Director,Michael Austin
Oak Group,http://oak.group, +44 148 172 2584,Board,CEO,Kim Sgarlata
Oak Capital,http://www.oakcapital.jp, +81 354 127 700,Board,CEO,Hiroyasu Takei
Oak Creek Energy Systems,http://oces.com, +1 760 975 0910,Board,CEO,Sheldon Greene
Oak Hill Advisors,http://www.oakhilladvisors.com, +1 212 326 1500,Board,CEO,Glenn August
Oak HealthCare & FinTech,http://oakhcft.com, +1 203 717 1350,Board,Managing Partner,Annie Lamont
Oak Ridge Investments,http://www.oakridgeinvest.com, +1 312 857 1040,Board,CEO & Investment,David Klaskin
Oak Hill Capital Partners,http://www.oakhillcapital.com, +1 212 527 8400,Board,CEO,Tyler Wolfram
Oak Investment Partners,http://oakvc.com, +1 203 226 8346,Board,General Partner & COO,Grace Ames
Oak Street Funding,http://www.oakstreetfunding.com, +1 317 428 3800,Board,President & CEO,Rick Dennen
Oak Ridge Financial Services,http://www.bankofoakridge.com, +1 336 644 9944,Board,CEO,Thomas Wayne
Oakland Athletics,http://www.mlb.com/athletics, +1 510 638 4900,Board,President,Dave Kaval
Oak Valley Bancorp,http://www.ovcb.com, +1 209 848 2265,Board,CEO,Christopher Courtney
Oak View Group,http://www.oakviewgroup.com, +1 310 954 4800,Board,CEO,Tim Leiweke
Oak Street Health,http://www.oakstreethealth.com, +1 312 733 3374,Board,CEO,Mike Pykosz
Oak Valley Community Bank,http://www.ovcb.com/aboutus.html, +1 209 844 7528,Board,CEO,Christopher Courtney
Oakley Capital Investments,http://www.oakleycapitalinvestments.com, +1441 542 6330,Board,Chairman of the Board,Caroline Foulger
OakNorth,http://www.oaknorth.com, +44 330 380 1181,Board,CEO & Co-Founder,Rishi Khosla
Oakleaf Financial Services,http://www.raymondjames.com/oakleaffinancialservices/about-us, +1 269 651 2475,Board,President,Vince Little
Oakley Transport,http://www.oakleytransport.com, +1 863 638 1435,Board,President,Thomas Oakley
Oakley,http://www.oakley.com, +1 800 297 8915,Board,CEO,Mahmoud Ali
Oaktree Capital Convertible Securities,http://www.oaktreecapital.com/people/investment-professionals/credit/convertible-securities, +1 213 830 6300,N1,Co-Portfolio Convertibles S...,J...
OakNorth Bank,http://www.oaknorth.com/lenders, +44 330 380 1181,N1,COO,Sharon Miles
Oaktree Capital,http://www.oaktreecapital.com, +1 213 830 6300,Board,Co-CEO,Robert O'Leary
Oaktree Capital Credit,http://www.oaktreecapital.com/strategies/credit/distressed-debt, +1 213 830 6300,Board,Co-CEO,Robert O'Leary
Oaktree Capital High Yield Bonds,http://www.oaktreecapital.com/strategies/credit/high-yield-bonds, +1 213 830 6300,Board,Managing Director,Sheldon Stone
Oakville Enterprises,http://www.oecorp.ca, +1 905 825 6372,Board,CEO,Rob Lister
Oaktree Specialty Lending,http://www.oaktreespecialtylending.com, +1 213 830 6300,Board,CEO,Armen Panossian
Oaktree Capital Listed Equities,http://www.oaktreecapital.com/strategies/listed-equities, +1 213 830 6300,Board,Managing Director & Portfolio,Frank Carroll
Oaktree Multi-Strategy Credit,http://www.oaktreecapital.com/strategies/credit/multi-strategy-credit, +1 213 830 6300,Board,Managing Director,Guillaume Bayol
Oaktree Capital Real Estate,http://www.oaktreecapital.com/people/investment-professionals/real-estate, +1 213 830 6300,Board,CEO,John Brady
Oakworth Capital Bank Central Carolinas,http://www.oakworth.com/central-carolinas/#AboutOakworth, +1 704 430 8286,Board,Managing Director,Tim Beck
Oakworth Capital Bank Middle Tennessee,http://www.oakworth.com/our-team/nashville-office/, +1 205 263 4700,Board,Managing Director,Greer Redden
Oakville Hydro,http://www.oakvillehydro.com, +1 905 825 9400,Board,CEO,Rob Lister
Oakworth Capital Bank,http://www.oakworthcapital.com, +1 205 278 2736,Board,Chairman & CEO,Scott Reed
Oakworth Capital Bank Central Alabama,http://www.oakworth.com/our-team/birmingham-office/, +1 205 263 4700,Board,Managing Director,William Pitts
Oanda,http://www.oanda.com, +1 212 858 7690,Board,CEO,Gavin Bambury
Oando Energy Resources,http://www.oandoenergyresources.com, +234 1270 2400,Board,Chairman of the Board,Adewale Tinubu
Oakworth Capital Bank South Alabama,http://www.oakworth.com/our-team/mobile-office/, +1 205263-4700,Board,Managing Director,Lincoln Hammons
Oando,http://oandoplc.com, +234 1270 2400,Board,CEO,Jubril Tinubu
Oakworth Capital Wealth Management,http://www.oakworth.com/our-approach/wealth-management/, +1 205 278 2017,Board,Wealth & Advisory Services,Jason Pokrzywinski
Oasis,http://www.oasisgroup.com, +353 180 067 2515,Board,CEO,Eddie Aston
Oasis Group,http://www.oasis.co.za, +27 214 137 860,Board,CEO,Adam Ismail Ebrahim
Oase,http://www.oase-professional.com, +49 866 627 3435,Board,CEO,Cornelius Everke
Oasis Financial,http://oasisfinancial.com, +1 877 333 6675,Board,CEO,Matt Milim
Oase Outdoors,http://www.oase-outdoors.dk, +45 7022 8500,Board,CEO,Henrik Arens
Oasis Security,http://www.oasis.security, +1 650 854 3927,Board,CEO,Danny Brickman
OAT Agrio,http://www.oat-agrio.co.jp, +81 352 830 262,Board,CEO & Chairman,Hisashi Oka
Oatey,http://www.oatey.com, +1 216 267 7100,Board,CEO,Neal Restivo
Oatly,http://www.oatly.com, +46 418 47 55 0,Board,CEO,Jean-Christophe Flatin
Ob Hospitalist Group,http://www.obhg.com, +1 800 967 2289,Board,CEO,Leonard Castiglione
Obagi Medical Products,http://www.obagi.com, +1 562 437 1909,N1,International Sales,C...
Obara,http://www.obara.co.jp, +81 552 665 432,Board,President,Yasushi Obara
Oban Digital,http://obaninternational.com, +44 127 370 4434,Board,CEO,Sarah Jennings
OB Sports,http://obsports.com, +1 480 948 1300,Board,President,C.A. Roberts
Obatala Sciences,http://www.obatalasciences.com, +1 504 300 0266,Board,CEO,Trivia Frazier
OBB Infrastructure,http://www.oebb.at/infrastruktur, +43 193 0000,Board,General Manager,Franz Bauer
OBB Immobilien,http://www.oebb-immobilien.at, +43 193 0000,Board,Co-CEO,Claudia Brey
Obayashi Road,http://www.obayashi-road.co.jp, +81 336 186 500,Board,President,Katsuji Fukumoto
OBB,http://www.oebb.at, +43 193 0000,Board,CEO,Andreas Matthä
Obayashi,http://www.obayashi.co.jp, +81 357 691 111,Board,President & CEO,Kenji Hasuwa
OBB Technical Services,http://ts.oebb.at, +43 193 0000,Board,Managing Director,Sandra Gott-Karlbauer
OBB Personenverkehr,http://personenverkehr.oebb.at, +43 193 0000,Board,Managing Director,Michaela Huber
OBB Werbung,http://werbung.oebb.at, +43 664 617 6742,Board,Co-Managing Director,Karin Seywald-Czihak
OBB-BCC,http://www.oebb.at/bcc/, +43 193 0000,Board,Co-Managing Director,Martin Santer
Obducat,http://www.obducat.se, +46 4610 1600,Board,CEO & Director,Patrik Lundström
Ober-Haus Latvia,http://www.ober-haus.lv, +371 6728 4544,Board,Managing Director,Diāna Frīdenberga
Ober-Haus Estonia,http://www.ober-haus.ee, +372 665 9700,Board,CEO,Tarmo Kase
Ober-Haus Lithuania,http://www.ober-haus.lt, +370 5210 9700,Board,Managing Director,Audrius Šapoka
Oberbank,http://www.oberbank.at, +43 7327 8020,Board,CEO,Franz Gasselsberger
Obermeyer,http://www.obermeyer-group.com, +49 895 7990,Board,CEO,Jens Ulrich
Oberthur Fiduciaire,http://www.oberthur-fiduciaire.com, +33 142 997 700,Board,CEO,Thomas Savare
Oberon Capital,http://www.oberoncapcorp.com, +1 416 613 3847,Board,President,David Leclaire
Oberon Investments,http://oberoninvestments.com, +44 203 179 5300,Board,CEO,Simon McGivern
Oberoi Group,http://www.oberoigroup.com, +91 112 389 0505,Board,Managing Director,Vikram Oberoi
Obic,http://www.obic.co.jp, +81 332 456 500,Board,Chairman & CEO,Masahiro Noda
Oberweis Dairy,http://www.oberweis.com, +1 630 801 6100,Board,CEO,Adam Kraber
OBI Group,http://www.obi.com, +49 219 6906 2000,Board,CEO,Sebastian Gundel
Obic Business Consultants,http://www.obc.co.jp, +81 333 421 880,Board,President & Director,Shigefumi Wada
OBI Italia,http://www.obi-italia.it, +39 225 1661,Board,CEO,Gabriele Gennai
Oblong,http://www.oblong.com, +1 973 855 3411,Board,CEO,Peter Holst
Objectivity,http://www.objectivity.com, +1 408 992 7100,Board,CEO,John Jarrell
Objective Media Group,http://www.objectivemediagroup.co.uk, +44 207 202 230,Board,CEO,Layla Smith
Objective,http://www.objective.com, +61 299 552 288,Board,CEO,Tony Walls
Obligo,http://www.obligoim.com, +47 2100 1050,Board,CEO,Jørgen Pleym Ulvness
OBO Bettermann Holding,http://www.obo.de, +49 237 3890,Board,CEO,Andreas Bettermann
Obos Sweden,http://www.obos.se, +46 104 341 750,Board,CEO,Joakim Henriksson
Obos Norway,http://www.obos.no, +47 2286 5500,Board,CEO,Daniel Siraj
OBO,http://www.obo.se, +46 1919 4200,Board,CEO,Ulf Rohlén
Obos Block Watne,http://obosblockwatne.no, +47 2324 6000,Board,CEO,Benth Eik
Observe Medical,http://www.observemedical.com, +46 766 201 725,Board,Interim CEO,Jorgen Mann
Observe.AI,http://www.observe.ai, +1 510 458 7886,Board,CEO,Swapnil Jain
Observe,http://www.observeinc.com, +1 650 966 4789,Board,CEO,Jeremy Burton
Observint Technologies,http://www.observint.com, +1 512 427 8423,Board,CEO & Chairman,Brian Wood
Obra Capital,http://www.obra.com, +1 512 961 8265,Board,CEO,Blair Wallace
Obsidian Insurance,http://www.obsidianspecialty.com, +1 914 834 4334,Board,CEO,William Jewett
Obsidian Therapeutics,http://www.obsidiantx.com, +1 781 806 6245,Board,CEO & Director,Madan Jagasia
Obsidian Energy,http://www.obsidianenergy.com, +1 403 777 2500,Board,President & CEO,Stephen Loukas
ObvioHealth,http://www.obviohealth.com, +1 888 880 1664,Board,CEO,Ivan Jarry
Obsidian Security,http://www.obsidiansecurity.com, +1 206 725 7192,Board,CEO,Hasan Imam
Ocado Engineering,http://www.ocadoengineering.com, +44 170 722 8000,N1,Technical Construction Engi...,K...
OC&C Strategy Consultants,http://occstrategy.com, +44 207 010 8000,Board,Founding Partner,Chris Outram
Obwaldner Kantonalbank,http://www.owkb.ch, +41 416 662 211,Board,CEO,Margrit Koch
Obvious Ventures,http://obvious.com, +1 415 787 4648,Board,Co-Managing Director,James Joaquin
OCA Ventures,http://www.ocaventures.com, +1 312 327 8400,Board,CEO,Jim Dugan
Ocado Group,http://www.ocado.com, +44 345 656 1234,Board,CEO,Tim Steiner
Ocado Retail,http://ocadoretail.com, +44 207 353 4200,Board,CEO,Hannah Gibson
OCB,http://www.ocbb.com.my, +60 378 807 539,Board,Chairman of the Board,Tee Keng Hoon
Ocado Technology,http://www.ocadogroup.com/about-us/ocado-technology, +44 7584 587760,Board,CEO,James Matthews
Ocado Solutions,http://www.ocadogroup.com/about-us/ocado-solutions, +44 345 656 1234,Board,CEO,John Martin
OCBC Bank,http://www.ocbc.com, +65 6318 7222,Board,CEO,Helen Wong
OCBC China,http://www.ocbc.com.cn, +86 215 820 0200,Board,CEO,Eng Siong Ang
OCBC Bank Operations & Technology,http://www.ocbc.com/group/careers/divisions/operations-and-technology.page, +65 6318 7222,Board,Managing Director,Praveen Raina
OCBC Bank Hong Kong,http://www.ocbcwhhk.com, +852 2852 5111,Board,CEO,Wang Ke
OCBC Malaysia,http://www.ocbc.com.my, +60 320 345 034,Board,CEO,Chor Sen Tan
Occlutech,http://www.occlutech.com, +46 4233 6521,Board,CEO,Sabine Bois
OCCL,http://www.occlindia.com, +91 112 355 9371,Board,President,Vijay Sabarwal
OCC,http://www.theocc.com, +1 312 322 6200,Board,CEO & Director,Andrej Bolkovic
Occidental Petroleum,http://oxy.com, +1 713 215 7000,Board,CEO & Director,Vicki Hollub
Ocealia,http://www.ocealia-groupe.fr, +33 545 392 763,Board,CEO,Thierry Lafaye
Ocean Biomedical,http://www.oceanbiomedical.com, +1 401 444 7375,Board,CEO,Elizabeth Ng
Ocean,http://www.ocean.fr, +33 147 307 530,Board,CEO,Olivier Picard
Ocean Bank,http://www.oceanbank.com, +1 305 569 5029,Board,CEO,Alfonso Macedo
Ocean Glass,http://www.oceanglass.com, +66 2661 6556,Board,Managing Director,Jariya Sangchaiya
Ocean Dial,http://oceandial.com, +44 207 068 9870,Board,CEO & Compliance,Robin Sellers
Ocean Installer,http://www.oceaninstaller.com, +47 5195 7000,Board,CEO,Kevin Murphy
Ocean Harvest Technology,http://oceanharvesttechnology.com, +44 132 923 0230,Board,Executive Chairman,Ashley John Head
Ocean Harbor Insurance,http://www.oceanharbor-ins.com, +1 561 471 0100,Board,CEO,William Roche
Ocean Outdoor,http://oceanoutdoor.com, +44 207 292 6161,Board,CEO (Chairman of the Board o...,Tim Bleakley
Ocean Network Express,http://www.one-line.com, +65 6220 0196,Board,CEO,Jeremy Nixon
Ocean Shipholdings,http://www.oceanshipholdings.com, +1 281 579 3700,Board,President,Robert Sheen
Ocean Software,http://www.ocean.com.au, +61 386 147 200,N1,CFO & COO,Deborah Fagan
Ocean Re,http://www.ocean-re.com, +1246 621 7230,Board,CEO,Guillermo Eslava
Ocean Spray Cranberries,http://www.oceanspray.coop, +1 508 946 1000,Board,CEO,Tom Hayes
Ocean Power Technologies,http://www.oceanpowertechnologies.com, +1 609 730 0400,Board,CEO,Philipp Stratmann
Ocean Tankers,http://www.oceantankers.com.sg, +65 6863 2202,Board,CEO,Evan Lim
Ocean Wilsons,http://www.oceanwilsons.bm, +1441 295 1309,Board,Chairman of the Board,Jose Gouvea Vieira
Ocean Yield,http://www.oceanyield.no, +47 2413 0000,Board,CEO,Andreas Reklev
Oceana,http://www.oceana.co.za, +27 214 101 400,Board,CEO,Neville Brink
OceanaGold,http://www.oceanagold.com, +61 396 565 300,Board,CEO,Gerard Bond
OceanBank,http://www.oceanbank.vn, +84 437 726 789,Board,CEO,Tran Trung Dung
Oceania Cruises,http://www.oceaniacruises.com, +1 305 514 2300,Board,CEO,Frank A. Del Rio
Oceanco,http://oceancoyacht.com, +31 786 995 399,Board,CEO,Marcel Onkenhout
Oceaneering International,http://oceaneering.com, +1 713 329 4500,Board,President & CEO,Roderick Larson
OceanFirst Bank,http://www.oceanfirst.com, +1 732 240 4500,Board,Chairman & CEO,Christopher Maher
Oceanic Iron Ore,http://www.oceanicironore.com, +1 604 566 9080,Board,CEO,Chris Batalha
Oceansapart,http://www.oceansapart.com, +49 302 5558 5757,Board,CEO,Silvana Bonello
Oceans Healthcare,http://www.oceanshealthcare.com, +1 337 721 1900,Board,CEO,Stuart Archer
Oceania Healthcare,http://www.oceaniahealthcare.co.nz, +64 9361 0350,Board,CEO,Suzanne Dvorak
Oceanpine,http://www.oceanpine.net, +852 2115 8380,Board,CEO,Dave Chenn
Oceanwide Holdings,http://www.fhkg.com, +86 108 525 9698,Board,Chairman of the Board,Xianzhou Luan
OceanSound Partners,http://oceansoundpartners.com, +33 1 30 85 06 ,Board,Managing Partner,Joe Benavides
Oceanus Group,http://www.oceanus.com.sg, +65 6837 0568,Board,CEO,Peter Koh
Oceanteam,http://www.oceanteam.nl, +47 5510 8240,Board,Chairman of the Board,Keesjan Cordia
Oceanview Re,http://www.oceanviewreinsurance.com, +1441 526 0043,Board,Chairman & Governance,Andrew Kanelos
Ocelot,http://ocelotbot.com, +1 888 704 9090,Board,CEO,Anthony Rotoli
Oceus Network,http://www.oceusnetworks.com, +1 703 234 9200,Board,President & CEO,Jeff Harman
Ochnik,http://www.ochnik.pl, +48 256 843 185,Board,Chairman of the Board,Marcin Ochnik
Ochre Bio,http://www.ochre-bio.com, +44 7861094 891,Board,CEO,Jack O'Meara
Ochi Holdings,http://www.ochiholdings.co.jp, +81 927 328 959,Board,President,Michihiro Ochi
OCI Solar Power,http://ocisolarpower.com, +1 210 453 3100,Board,CEO,Charles Kim
OCK,http://www.ock.com.my, +60 380 656 868,Board,CEO,Low Hock Keong
Ocient,http://www.ocient.com, +1 312 205 6452,Board,CEO,Chris Gladwin
Ochsner Health,http://www.ochsner.org, +1 866 624 7637,Board,CEO,Pete November
OCI,http://www.oci.nl, +31 207 234 500,Board,CEO,Ahmed El-Hoshy
OCN,http://www.onecarnow.com, +52 9063 2045,Board,CEO,Mairon Sandoval
Ocorian,http://www.ocorian.com, +44 153 450 7000,Board,CEO,Chantal Free
Oconee Federal Financial,http://www.oconeefederal.com, +1 864 8822765,Board,CEO & Director,Curtis Evatt
Ocom,http://www.ocom.com, +31 203 162 899,Board,Managing Director,Con Zwinkels
Ocorian AMEA,http://www.ocorian.com/jurisdictions/south-africa/, +27 100 203 572,Board,Managing Director,Nousrath Bhugeloo
Ocorian Luxembourg,http://www.ocorian.com/location/luxembourg, +352 2625 8888,Board,Managing Director,Christophe Gaul
OCP Portugal,http://www.ocp.pt, +351 229 409 400,Board,CEO,Rui Carrington
OCP,http://www.ocpgroup.ma, +212 522 230 025,Board,CEO & Chairman,Mostafa Terrab
Ocra Emirates,http://www.ocra.ae, +971 502 937 530,Board,Managing Director,Dharmesh Naik
Ocra,http://www.ocra.com, +44 162 481 1000,N1,Asia Pacific,B...
OCS Group,http://www.ocs.com, +44 844 846 7608,Board,CEO,Rob Legge
OCS UK,http://www.ocs.com/uk/, +44 207 720 4664,Board,CEO,Daniel Dickson
Ocra Marine,http://www.ocramarine.com, +44 162 481 8888,Board,Director,Dharmesh Naik
Ocra Mauritius,http://www.ocra-mauritius.com, +230 217 5100,Board,Managing Director,Dharmesh Naik
Ocrolus,http://www.ocrolus.com, +1 646 850 9090,Board,CEO,Sam Bobley
Octagon Europe,http://www.octagon.com/about/#regions, +44 207 862 0000,Board,Managing Director,Jeff Meeson
OCT Group,http://www.octholding.com, +86 755 2660 0248,Board,President,Xiaowen Wang
Ocsial,http://ocsial.com, +352 2799 0373,Board,CEO,Konstantin Notman
Octagon,http://www.octagon.com, +1 203 354 7400,N1,CFO,Nancy Morton
Octagon Credit Investors,http://octagoncredit.com, +1 212 400 8400,Board,CEO,Gretchen Lam
Octane Fitness,http://octanefitness.com, +1 763 757 2662,Board,General Manager,Govind Lal
Octane,http://octane.co, +1 646 809 4123,Board,CEO,Jason Guss
Octapharma Plasma,http://www.octapharmaplasma.com, +1 704 654 4600,N1,COO,Alice Stewart
Octapharma Group,http://www.octapharma.co.uk, +44 161 837 3770,Board,CEO,Tobias Marguerre
Octant,http://www.octant.bio, +1 510 735 9832,Board,CEO & Director,Sri Kosuri
Octave Bioscience,http://www.octavebio.com, +1 646 677 1870,Board,CEO & President,Doug Biehn
Octapharma USA,http://www.octapharmausa.com, +1 201 604 1130,Board,President,Flemming Nielsen
Octave,http://www.findoctave.com, +1 917 473 8869,Board,CEO,Sandeep Acharya
Octavius Infrastructure,http://www.octaviusinfrastructure.co.uk, +1 216 272 8482,Board,CEO,John Dowsett
Octavia Wealth Advisors,http://www.octaviawa.com, +1 513 762 7701,Board,CEO & Compliance,Maxim Meyers
Octo,http://www.octo.us, +1 571 423 0200,Board,CEO,Mehul Sanghani
Octo Technology,http://www.octo.com, +33 158 561 000,Board,CEO,Olivier Roux
Octo Telematics,http://www.octotelematics.com, +39 6726 5341,Board,CEO,Corrado Sciolla
Octodec Investments,http://www.octodec.co.za, +27 123 198 781,Board,Managing Director,Jeffrey Wapnick
October,http://october.eu, +33 182 832 800,Board,CEO,Patrick de Nonneville
Octopus Energy,http://octopus.energy, +44 808 164 1088,Board,CEO,Greg Jackson
Octopia,http://octopia.com, +33 557 144 500,Board,CEO,Stanislas Prigent
Octopus,http://octopusgroup.com, +44 207 776 7968,Board,CEO,Simon Rogerson
OctoML,http://octoml.ai, +1 877 811 2574,Board,CEO,Luis Ceze
Octopus Deploy,http://octopus.com, +61 101 180,Board,CEO,Paul Stovell
Octopus Renewables Infrastructure Trust,http://octopusrenewablesinfrastructure.com, +44 207 466 5000,Board,Chairman of the Board,Phil Austin
Octopus Investments,http://www.octopusinvestments.com, +44 800 316 2295,Board,CEO,Benjamin Davis
Octopus Real Estate,http://octopus-realestate.com, +44 203 935 3506,Board,Managing Director,Edward Clough
Ocugen,http://www.ocugen.com, +1 484 328 4701,Board,CEO & Chairman,Shankar Musunuri
Octopus Ventures,http://www.octopusventures.com, +44 207 776 7968,Board,CEO (Investment on Jan 1 202...,Alliott Cole
Oculis,http://www.oculis.com, +41 217 113 970,Board,CEO & Director,Riad Sherif
Ocular Therapeutix,http://www.ocutx.com, +1 781 357 4000,Board,CEO & Chairman,Pravin Dugel
Ocuphire,http://www.ocuphire.com, +1 248 6819815,Board,CEO & Director,George Magrath
Oculus,http://www.oculus.com, +1 949 502 2070,N1,Development,M...
Oculii,http://www.oculii.com, +1 937 440 8230,Board,CEO,Steven Hong
Odaseva,http://www.odaseva.com, +1 800 490 1054,Board,CEO,Sovan Bin
Oda,http://oda.com, +47 2417 9999,Board,CEO,Karl Munthe-Kaas
Odakyu Electric Railway,http://www.odakyu.jp, +81 333 492 526,Board,CEO & Chairman,Koji Hoshino
OCWA,http://www.ocwa.com, +1 416 775 0500,Board,CEO,Iman Hashemi
OcyonBio,http://www.ocyonbio.com, +1 1234567890 ,Board,CEO,Robert Salcedo
Oddo BHF,http://www.oddo-bhf.com, +33 144 518 500,Board,General Partner,Philippe Oddo
ODC Construction,http://www.odcbuilds.com, +1 407 447 5999,Board,CEO,Tony Hartsgrove
Oddity,http://www.oddity.com, +1 874 896 325,Board,CEO & Chairman,Oran Holtzman
Oddo BHF Asset Management,http://am.oddo-bhf.com, +33 144 518 028,Board,CEO,Nicolas Chaput
ODDO BHF Private Assets,http://pa.oddo-bhf.com, +33 144 518 500,Board,CEO,Nicolas Chaput
Odenwald Faserplattenwerk,http://www.owa.de, +49 9373 2010,Board,Manging Director,Juergen Theobald
Oddo Seydler Bank,http://www.oddoseydler.com, +49 6992 0540,Board,CEO,Christophe Tadie
Odeabank,http://www.odeabank.com.tr, +90 212 304 8444,Board,CEO,Mert Oncu
Odeko,http://odeko.com, +1 718 316 8602,Board,CEO,Dane Atkinson
ODE Asset Management,http://www.ode-ltd.co.uk, +44 208 481 1190,Board,Managing Director,Sandy Reid
Odeon Fiction,http://www.odeonfiction.com, +49 899 9951 3500,Board,Co-Managing Director,Mischa Hofmann
Odfjell,http://odfjell.com, +47 5527 0000,Board,CEO,Harald Fotland
Odeon Cinemas Group,http://odeon.co.uk, +44 333 006 7777,Board,Managing Director,Mark Way
Odevo,http://odevo.com, +46 835 5062,Board,CEO,Daniel Larsson
Odey Asset Management,http://www.odey.com, +44 207 208 1400,Board,CEO & Multi-Asset,Peter Martin
Odfjell Drilling,http://www.odfjelldrilling.com, +47 5599 8900,Board,CEO,Kjetil Gjersdal
Odgers Berndtson,http://www.odgersberndtson.com, +44 207 529 1111,Board,CEO,Kester Scrope
Odgers Berndtson Australia,http://www.odgersberndtson.com/en-au/, +61 289 053 708,Board,CEO,Tom Mutch
Odfjell Tankers,http://www.odfjell.com/contact-us/odfjell-tankers/, +47 5527 0000,Board,Managing Director,Bjørn Hammer
Odgers Berndtson Asia Pacific,http://www.odgersberndtson.com/en-us/locations/singapore, +65 6964 3099,Board,Managing Director,Mark Braithwaite
Odgers Berndtson China,http://www.odgersberndtson.com/en-cn/, +86 213 383 0338,Board,Managing Partner,Colin Wong
Odgers Berndtson Brazil,http://www.odgersberndtson.com/en-br/, +55 112 147 0450,Board,CEO,Ademar Couto
Odgers Berndtson Canada,http://www.odgersberndtson.com/en-ca/, +1 416 366 199,Board,Chairman & CEO,Carl Lovas
Odgers Berndtson Belgium,http://www.odgersberndtson.com/en-be/, +32 2725 0004,Board,Managing Partner,Marc De Braekeleer
Odgers Berndtson Czech Republic,http://www.odgersberndtson.com/en-cz/, +420 222 212 734,Board,Managing Partner,Jan Kovar
Odgers Berndtson Denmark,http://www.odgersberndtson.com/en-dk/, +45 3314 3636,Board,Managing Partner,Lars Smith
Odgers Berndtson France,http://www.odgersberndtson.com/en-fr/, +33 142 892 700,Board,Co-Managing Partner,Jerome Hacquard
Odgers Berndtson Germany,http://www.odgersberndtson.com/de-de/, +49 699 577 701,Board,Managing Partner,Katja Hanns-Terrill
Odgers Berndtson Finland,http://www.odgersberndtson.com/en-fi/, +358 104 241 800,Board,Managing Partner,Samppa Nylund
Odgers Berndtson India,http://www.odgersberndtson.com/en-in/, +91 124 475 8300,Board,Managing Director,Prasad Medury
Odgers Berndtson Mexico,http://www.odgersberndtson.com/en-mx/, +52 555 089 8850,Board,Co-Managing Partner,Fernando Fernandez de Co...
Odgers Berndtson Netherlands,http://www.odgersberndtson.com/en-nl/, +31 207 130 670,Board,Managing Partner,Kristien Janssen
Odgers Berndtson Middle East,http://www.odgersberndtson.com/en-ae/, +971 4362 1830,Board,Managing Partner,Mark Houghton
Odgers Berndtson Japan,http://www.odgersberndtson.com/en-jp/, +81 362 061 878,Board,Managing Partner,Johan Uittenbogaard
Odgers Berndtson South Africa,http://www.odgersberndtson.com/en-za/, +27 214 181 516,Board,Co-Managing Director,Lauren Van Halderen
